Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
          27062	      1251	80000080	40001db7	lui	x27,0x40001	 x27=0x40001000
          27162	      1256	80000084	106d8d93	addi	x27,x27,262	 x27:0x40001000 x27=0x40001106
          27182	      1257	80000088	301d9073	csrrw	x0,misa,x27	 x27:0x40001106  x0=0x00000000
          27362	      1266	8000008c	00026497	auipc	x9,0x26	  x9=0x8002608c
          27382	      1267	80000090	c5848493	addi	x9,x9,-936	  x9:0x8002608c  x9=0x80025ce4
          27402	      1268	80000094	00002d97	auipc	x27,0x2	 x27=0x80002094
          27602	      1278	80000098	66cd8d93	addi	x27,x27,1644	 x27:0x80002094 x27=0x80002700
          27662	      1281	8000009c	001ded93	ori	x27,x27,1	 x27:0x80002700 x27=0x80002701
          27682	      1282	800000a0	305d9073	csrrw	x0,mtvec,x27	 x27:0x80002701  x0=0x00000000
          27902	      1293	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
          27962	      1296	800000a8	00003697	auipc	x13,0x3	 x13=0x800030a8
          28342	      1315	800000ac	41468693	addi	x13,x13,1044	 x13:0x800030a8 x13=0x800034bc
          28522	      1324	800000b0	4d81	c.li	x27,0	 x27=0x00000000
          28542	      1325	800000b2	96ee	c.add	x13,x27	 x13:0x800034bc x27:0x00000000 x13=0x800034bc
          28562	      1326	800000b4	8289	c.srli	x13,0x2	 x13:0x800034bc x13=0x20000d2f
          28582	      1327	800000b6	3b069073	csrrw	x0,pmpaddr0,x13	 x13:0x20000d2f  x0=0x00000000
          28642	      1330	800000ba	00003697	auipc	x13,0x3	 x13=0x800030ba
          28662	      1331	800000be	40268693	addi	x13,x13,1026	 x13:0x800030ba x13=0x800034bc
          28682	      1332	800000c2	11111db7	lui	x27,0x11111	 x27=0x11111000
          28702	      1333	800000c6	111d8d93	addi	x27,x27,273	 x27:0x11111000 x27=0x11111111
          28722	      1334	800000ca	96ee	c.add	x13,x27	 x13:0x800034bc x27:0x11111111 x13=0x911145cd
          28782	      1337	800000cc	8289	c.srli	x13,0x2	 x13:0x911145cd x13=0x24445173
          28822	      1339	800000ce	3b169073	csrrw	x0,pmpaddr1,x13	 x13:0x24445173  x0=0x00000000
          28922	      1344	800000d2	00003697	auipc	x13,0x3	 x13=0x800030d2
          29342	      1365	800000d6	3ea68693	addi	x13,x13,1002	 x13:0x800030d2 x13=0x800034bc
          29382	      1367	800000da	22222db7	lui	x27,0x22222	 x27=0x22222000
          29502	      1373	800000de	222d8d93	addi	x27,x27,546	 x27:0x22222000 x27=0x22222222
          29522	      1374	800000e2	96ee	c.add	x13,x27	 x13:0x800034bc x27:0x22222222 x13=0xa22256de
          29542	      1375	800000e4	8289	c.srli	x13,0x2	 x13:0xa22256de x13=0x288895b7
          29942	      1395	800000e6	3b269073	csrrw	x0,pmpaddr2,x13	 x13:0x288895b7  x0=0x00000000
          30002	      1398	800000ea	00003697	auipc	x13,0x3	 x13=0x800030ea
          30382	      1417	800000ee	3d268693	addi	x13,x13,978	 x13:0x800030ea x13=0x800034bc
          30402	      1418	800000f2	33333db7	lui	x27,0x33333	 x27=0x33333000
          30462	      1421	800000f6	333d8d93	addi	x27,x27,819	 x27:0x33333000 x27=0x33333333
          30482	      1422	800000fa	96ee	c.add	x13,x27	 x13:0x800034bc x27:0x33333333 x13=0xb33367ef
          30502	      1423	800000fc	8289	c.srli	x13,0x2	 x13:0xb33367ef x13=0x2cccd9fb
          30902	      1443	800000fe	3b369073	csrrw	x0,pmpaddr3,x13	 x13:0x2cccd9fb  x0=0x00000000
          30962	      1446	80000102	0f0f16b7	lui	x13,0xf0f1	 x13=0x0f0f1000
          30982	      1447	80000106	f0f68693	addi	x13,x13,-241	 x13:0x0f0f1000 x13=0x0f0f0f0f
          31002	      1448	8000010a	3a069073	csrrw	x0,pmpcfg0,x13	 x13:0x0f0f0f0f  x0=0x00000000
          31062	      1451	8000010e	00003697	auipc	x13,0x3	 x13=0x8000310e
          31082	      1452	80000112	3ae68693	addi	x13,x13,942	 x13:0x8000310e x13=0x800034bc
          31182	      1457	80000116	44444db7	lui	x27,0x44444	 x27=0x44444000
          31302	      1463	8000011a	444d8d93	addi	x27,x27,1092	 x27:0x44444000 x27=0x44444444
          31322	      1464	8000011e	96ee	c.add	x13,x27	 x13:0x800034bc x27:0x44444444 x13=0xc4447900
          31342	      1465	80000120	8289	c.srli	x13,0x2	 x13:0xc4447900 x13=0x31111e40
          31402	      1468	80000122	3b469073	csrrw	x0,pmpaddr4,x13	 x13:0x31111e40  x0=0x00000000
          31462	      1471	80000126	00003697	auipc	x13,0x3	 x13=0x80003126
          31842	      1490	8000012a	39668693	addi	x13,x13,918	 x13:0x80003126 x13=0x800034bc
          31862	      1491	8000012e	55555db7	lui	x27,0x55555	 x27=0x55555000
          31902	      1493	80000132	555d8d93	addi	x27,x27,1365	 x27:0x55555000 x27=0x55555555
          31922	      1494	80000136	96ee	c.add	x13,x27	 x13:0x800034bc x27:0x55555555 x13=0xd5558a11
          31942	      1495	80000138	8289	c.srli	x13,0x2	 x13:0xd5558a11 x13=0x35556284
          32142	      1505	8000013a	3b569073	csrrw	x0,pmpaddr5,x13	 x13:0x35556284  x0=0x00000000
