Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2740	        35	80000080	400013b7	lui	x7,0x40001	  x7=0x40001000
           2760	        36	80000084	10638393	addi	x7,x7,262	  x7:0x40001000  x7=0x40001106
           3160	        56	80000088	30139073	csrrw	x0,misa,x7	  x7:0x40001106  x0=0x00000000
           3480	        72	8000008c	00026517	auipc	x10,0x26	 x10=0x8002608c
           3500	        73	80000090	c5850513	addi	x10,x10,-936	 x10:0x8002608c x10=0x80025ce4
           3520	        74	80000094	00002397	auipc	x7,0x2	  x7=0x80002094
           3540	        75	80000098	66c38393	addi	x7,x7,1644	  x7:0x80002094  x7=0x80002700
           3560	        76	8000009c	0013e393	ori	x7,x7,1	  x7:0x80002700  x7=0x80002701
           3580	        77	800000a0	30539073	csrrw	x0,mtvec,x7	  x7:0x80002701  x0=0x00000000
           3700	        83	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           4120	       104	800000a8	00003c97	auipc	x25,0x3	 x25=0x800030a8
           4320	       114	800000ac	444c8c93	addi	x25,x25,1092	 x25:0x800030a8 x25=0x800034ec
           4340	       115	800000b0	4381	c.li	x7,0	  x7=0x00000000
           4360	       116	800000b2	9c9e	c.add	x25,x7	 x25:0x800034ec  x7:0x00000000 x25=0x800034ec
           4380	       117	800000b4	002cdc93	srli	x25,x25,0x2	 x25:0x800034ec x25=0x20000d3b
           4780	       137	800000b8	3b0c9073	csrrw	x0,pmpaddr0,x25	 x25:0x20000d3b  x0=0x00000000
           4980	       147	800000bc	00003c97	auipc	x25,0x3	 x25=0x800030bc
           5120	       154	800000c0	430c8c93	addi	x25,x25,1072	 x25:0x800030bc x25=0x800034ec
           5320	       164	800000c4	111113b7	lui	x7,0x11111	  x7=0x11111000
           5340	       165	800000c8	11138393	addi	x7,x7,273	  x7:0x11111000  x7=0x11111111
           5460	       171	800000cc	9c9e	c.add	x25,x7	 x25:0x800034ec  x7:0x11111111 x25=0x911145fd
           5520	       174	800000ce	002cdc93	srli	x25,x25,0x2	 x25:0x911145fd x25=0x2444517f
           5620	       179	800000d2	3b1c9073	csrrw	x0,pmpaddr1,x25	 x25:0x2444517f  x0=0x00000000
           5680	       182	800000d6	00003c97	auipc	x25,0x3	 x25=0x800030d6
           5780	       187	800000da	416c8c93	addi	x25,x25,1046	 x25:0x800030d6 x25=0x800034ec
           5820	       189	800000de	222223b7	lui	x7,0x22222	  x7=0x22222000
           5840	       190	800000e2	22238393	addi	x7,x7,546	  x7:0x22222000  x7=0x22222222
           5860	       191	800000e6	9c9e	c.add	x25,x7	 x25:0x800034ec  x7:0x22222222 x25=0xa222570e
           5880	       192	800000e8	002cdc93	srli	x25,x25,0x2	 x25:0xa222570e x25=0x288895c3
           6000	       198	800000ec	3b2c9073	csrrw	x0,pmpaddr2,x25	 x25:0x288895c3  x0=0x00000000
           6060	       201	800000f0	00003c97	auipc	x25,0x3	 x25=0x800030f0
           6080	       202	800000f4	3fcc8c93	addi	x25,x25,1020	 x25:0x800030f0 x25=0x800034ec
           6100	       203	800000f8	333333b7	lui	x7,0x33333	  x7=0x33333000
           6440	       220	800000fc	33338393	addi	x7,x7,819	  x7:0x33333000  x7=0x33333333
           6460	       221	80000100	9c9e	c.add	x25,x7	 x25:0x800034ec  x7:0x33333333 x25=0xb333681f
           6480	       222	80000102	002cdc93	srli	x25,x25,0x2	 x25:0xb333681f x25=0x2cccda07
           6500	       223	80000106	3b3c9073	csrrw	x0,pmpaddr3,x25	 x25:0x2cccda07  x0=0x00000000
           6560	       226	8000010a	0f0f1cb7	lui	x25,0xf0f1	 x25=0x0f0f1000
           6940	       245	8000010e	f0fc8c93	addi	x25,x25,-241	 x25:0x0f0f1000 x25=0x0f0f0f0f
           7020	       249	80000112	3a0c9073	csrrw	x0,pmpcfg0,x25	 x25:0x0f0f0f0f  x0=0x00000000
           7080	       252	80000116	00003c97	auipc	x25,0x3	 x25=0x80003116
           7220	       259	8000011a	3d6c8c93	addi	x25,x25,982	 x25:0x80003116 x25=0x800034ec
           7240	       260	8000011e	444443b7	lui	x7,0x44444	  x7=0x44444000
           7540	       275	80000122	44438393	addi	x7,x7,1092	  x7:0x44444000  x7=0x44444444
           7560	       276	80000126	9c9e	c.add	x25,x7	 x25:0x800034ec  x7:0x44444444 x25=0xc4447930
           7700	       283	80000128	002cdc93	srli	x25,x25,0x2	 x25:0xc4447930 x25=0x31111e4c
           7720	       284	8000012c	3b4c9073	csrrw	x0,pmpaddr4,x25	 x25:0x31111e4c  x0=0x00000000
           7920	       294	80000130	00003c97	auipc	x25,0x3	 x25=0x80003130
           8340	       315	80000134	3bcc8c93	addi	x25,x25,956	 x25:0x80003130 x25=0x800034ec
           8360	       316	80000138	555553b7	lui	x7,0x55555	  x7=0x55555000
           8380	       317	8000013c	55538393	addi	x7,x7,1365	  x7:0x55555000  x7=0x55555555
           8540	       325	80000140	9c9e	c.add	x25,x7	 x25:0x800034ec  x7:0x55555555 x25=0xd5558a41
           8560	       326	80000142	002cdc93	srli	x25,x25,0x2	 x25:0xd5558a41 x25=0x35556290
           8580	       327	80000146	3b5c9073	csrrw	x0,pmpaddr5,x25	 x25:0x35556290  x0=0x00000000
           8640	       330	8000014a	00003c97	auipc	x25,0x3	 x25=0x8000314a
           8720	       334	8000014e	3a2c8c93	addi	x25,x25,930	 x25:0x8000314a x25=0x800034ec
           8960	       346	80000152	666663b7	lui	x7,0x66666	  x7=0x66666000
           8980	       347	80000156	66638393	addi	x7,x7,1638	  x7:0x66666000  x7=0x66666666
           9000	       348	8000015a	9c9e	c.add	x25,x7	 x25:0x800034ec  x7:0x66666666 x25=0xe6669b52
           9020	       349	8000015c	002cdc93	srli	x25,x25,0x2	 x25:0xe6669b52 x25=0x3999a6d4
           9040	       350	80000160	3b6c9073	csrrw	x0,pmpaddr6,x25	 x25:0x3999a6d4  x0=0x00000000
           9440	       370	80000164	00003c97	auipc	x25,0x3	 x25=0x80003164
           9640	       380	80000168	388c8c93	addi	x25,x25,904	 x25:0x80003164 x25=0x800034ec
           9660	       381	8000016c	777773b7	lui	x7,0x77777	  x7=0x77777000
           9960	       396	80000170	77738393	addi	x7,x7,1911	  x7:0x77777000  x7=0x77777777
           9980	       397	80000174	9c9e	c.add	x25,x7	 x25:0x800034ec  x7:0x77777777 x25=0xf777ac63
          10160	       406	80000176	002cdc93	srli	x25,x25,0x2	 x25:0xf777ac63 x25=0x3dddeb18
          10380	       417	8000017a	3b7c9073	csrrw	x0,pmpaddr7,x25	 x25:0x3dddeb18  x0=0x00000000
          10500	       423	8000017e	0f0f1cb7	lui	x25,0xf0f1	 x25=0x0f0f1000
          10520	       424	80000182	f0fc8c93	addi	x25,x25,-241	 x25:0x0f0f1000 x25=0x0f0f0f0f
          10540	       425	80000186	3a1c9073	csrrw	x0,pmpcfg1,x25	 x25:0x0f0f0f0f  x0=0x00000000
          10600	       428	8000018a	00003c97	auipc	x25,0x3	 x25=0x8000318a
          10980	       447	8000018e	362c8c93	addi	x25,x25,866	 x25:0x8000318a x25=0x800034ec
          11000	       448	80000192	888893b7	lui	x7,0x88889	  x7=0x88889000
          11020	       449	80000196	88838393	addi	x7,x7,-1912	  x7:0x88889000  x7=0x88888888
          11040	       450	8000019a	9c9e	c.add	x25,x7	 x25:0x800034ec  x7:0x88888888 x25=0x0888bd74
          11060	       451	8000019c	002cdc93	srli	x25,x25,0x2	 x25:0x0888bd74 x25=0x02222f5d
          11460	       471	800001a0	3b8c9073	csrrw	x0,pmpaddr8,x25	 x25:0x02222f5d  x0=0x00000000
          11520	       474	800001a4	00003c97	auipc	x25,0x3	 x25=0x800031a4
          11540	       475	800001a8	348c8c93	addi	x25,x25,840	 x25:0x800031a4 x25=0x800034ec
          11920	       494	800001ac	9999a3b7	lui	x7,0x9999a	  x7=0x9999a000
          11940	       495	800001b0	99938393	addi	x7,x7,-1639	  x7:0x9999a000  x7=0x99999999
          11960	       496	800001b4	9c9e	c.add	x25,x7	 x25:0x800034ec  x7:0x99999999 x25=0x1999ce85
          11980	       497	800001b6	002cdc93	srli	x25,x25,0x2	 x25:0x1999ce85 x25=0x066673a1
          12000	       498	800001ba	3b9c9073	csrrw	x0,pmpaddr9,x25	 x25:0x066673a1  x0=0x00000000
          12060	       501	800001be	00003c97	auipc	x25,0x3	 x25=0x800031be
          12080	       502	800001c2	32ec8c93	addi	x25,x25,814	 x25:0x800031be x25=0x800034ec
          12100	       503	800001c6	aaaab3b7	lui	x7,0xaaaab	  x7=0xaaaab000
          12300	       513	800001ca	aaa38393	addi	x7,x7,-1366	  x7:0xaaaab000  x7=0xaaaaaaaa
          12320	       514	800001ce	9c9e	c.add	x25,x7	 x25:0x800034ec  x7:0xaaaaaaaa x25=0x2aaadf96
          12340	       515	800001d0	002cdc93	srli	x25,x25,0x2	 x25:0x2aaadf96 x25=0x0aaab7e5
          12500	       523	800001d4	3bac9073	csrrw	x0,pmpaddr10,x25	 x25:0x0aaab7e5  x0=0x00000000
          12560	       526	800001d8	00003c97	auipc	x25,0x3	 x25=0x800031d8
          12580	       527	800001dc	314c8c93	addi	x25,x25,788	 x25:0x800031d8 x25=0x800034ec
          12960	       546	800001e0	bbbbc3b7	lui	x7,0xbbbbc	  x7=0xbbbbc000
          12980	       547	800001e4	bbb38393	addi	x7,x7,-1093	  x7:0xbbbbc000  x7=0xbbbbbbbb
          13120	       554	800001e8	9c9e	c.add	x25,x7	 x25:0x800034ec  x7:0xbbbbbbbb x25=0x3bbbf0a7
          13140	       555	800001ea	002cdc93	srli	x25,x25,0x2	 x25:0x3bbbf0a7 x25=0x0eeefc29
          13360	       566	800001ee	3bbc9073	csrrw	x0,pmpaddr11,x25	 x25:0x0eeefc29  x0=0x00000000
          13420	       569	800001f2	0f0f1cb7	lui	x25,0xf0f1	 x25=0x0f0f1000
          13520	       574	800001f6	f0fc8c93	addi	x25,x25,-241	 x25:0x0f0f1000 x25=0x0f0f0f0f
          13540	       575	800001fa	3a2c9073	csrrw	x0,pmpcfg2,x25	 x25:0x0f0f0f0f  x0=0x00000000
          13600	       578	800001fe	00003c97	auipc	x25,0x3	 x25=0x800031fe
          13620	       579	80000202	2eec8c93	addi	x25,x25,750	 x25:0x800031fe x25=0x800034ec
          13640	       580	80000206	ccccd3b7	lui	x7,0xccccd	  x7=0xccccd000
          13660	       581	8000020a	ccc38393	addi	x7,x7,-820	  x7:0xccccd000  x7=0xcccccccc
          13680	       582	8000020e	9c9e	c.add	x25,x7	 x25:0x800034ec  x7:0xcccccccc x25=0x4ccd01b8
          13700	       583	80000210	002cdc93	srli	x25,x25,0x2	 x25:0x4ccd01b8 x25=0x1333406e
          13740	       585	80000214	3bcc9073	csrrw	x0,pmpaddr12,x25	 x25:0x1333406e  x0=0x00000000
          13800	       588	80000218	00003c97	auipc	x25,0x3	 x25=0x80003218
          13820	       589	8000021c	2d4c8c93	addi	x25,x25,724	 x25:0x80003218 x25=0x800034ec
          14040	       600	80000220	dddde3b7	lui	x7,0xdddde	  x7=0xdddde000
          14160	       606	80000224	ddd38393	addi	x7,x7,-547	  x7:0xdddde000  x7=0xdddddddd
          14200	       608	80000228	9c9e	c.add	x25,x7	 x25:0x800034ec  x7:0xdddddddd x25=0x5dde12c9
          14220	       609	8000022a	002cdc93	srli	x25,x25,0x2	 x25:0x5dde12c9 x25=0x177784b2
          14240	       610	8000022e	3bdc9073	csrrw	x0,pmpaddr13,x25	 x25:0x177784b2  x0=0x00000000
          14660	       631	80000232	00003c97	auipc	x25,0x3	 x25=0x80003232
          14680	       632	80000236	2bac8c93	addi	x25,x25,698	 x25:0x80003232 x25=0x800034ec
          14800	       638	8000023a	eeeef3b7	lui	x7,0xeeeef	  x7=0xeeeef000
          14820	       639	8000023e	eee38393	addi	x7,x7,-274	  x7:0xeeeef000  x7=0xeeeeeeee
          14840	       640	80000242	9c9e	c.add	x25,x7	 x25:0x800034ec  x7:0xeeeeeeee x25=0x6eef23da
          15200	       658	80000244	002cdc93	srli	x25,x25,0x2	 x25:0x6eef23da x25=0x1bbbc8f6
          15580	       677	80000248	3bec9073	csrrw	x0,pmpaddr14,x25	 x25:0x1bbbc8f6  x0=0x00000000
          15820	       689	8000024c	00003c97	auipc	x25,0x3	 x25=0x8000324c
          15900	       693	80000250	2a0c8c93	addi	x25,x25,672	 x25:0x8000324c x25=0x800034ec
          15920	       694	80000254	fff00393	addi	x7,x0,-1	  x0:0x00000000  x7=0xffffffff
          16020	       699	80000258	9c9e	c.add	x25,x7	 x25:0x800034ec  x7:0xffffffff x25=0x800034eb
          16040	       700	8000025a	002cdc93	srli	x25,x25,0x2	 x25:0x800034eb x25=0x20000d3a
          16060	       701	8000025e	3bfc9073	csrrw	x0,pmpaddr15,x25	 x25:0x20000d3a  x0=0x00000000
          16240	       710	80000262	0f0f1cb7	lui	x25,0xf0f1	 x25=0x0f0f1000
          16260	       711	80000266	f0fc8c93	addi	x25,x25,-241	 x25:0x0f0f1000 x25=0x0f0f0f0f
          16380	       717	8000026a	3a3c9073	csrrw	x0,pmpcfg3,x25	 x25:0x0f0f0f0f  x0=0x00000000
          16440	       720	8000026e	00000397	auipc	x7,0x0	  x7=0x8000026e
          16460	       721	80000272	05838393	addi	x7,x7,88	  x7:0x8000026e  x7=0x800002c6
          16520	       724	80000276	34139073	csrrw	x0,mepc,x7	  x7:0x800002c6  x0=0x00000000
          16540	       725	8000027a	7c00d073	csrrwi	x0,0x7c0,1	  x0=0x00000000
          16600	       728	8000027e	6389	c.lui	x7,0x2	  x7=0x00002000
          16720	       734	80000280	80038393	addi	x7,x7,-2048	  x7:0x00002000  x7=0x00001800
          16740	       735	80000284	30039073	csrrw	x0,mstatus,x7	  x7:0x00001800  x0=0x00000000
          17160	       756	80000288	4381	c.li	x7,0	  x7=0x00000000
          17280	       762	8000028a	30439073	csrrw	x0,mie,x7	  x7:0x00000000  x0=0x00000000
          17700	       783	8000028e	90000d37	lui	x26,0x90000	 x26=0x90000000
          17720	       784	80000292	1d71	c.addi	x26,-4	 x26:0x90000000 x26=0x8ffffffc
          17820	       789	80000294	30000393	addi	x7,x0,768	  x0:0x00000000  x7=0x00000300
          18220	       809	80000298	03a2	c.slli	x7,0x8	  x7:0x00000300  x7=0x00030000
          18240	       810	8000029a	038d	c.addi	x7,3	  x7:0x00030000  x7=0x00030003
          18380	       817	8000029c	007d2023	sw	x7,0(x26)	 x26:0x8ffffffc  x7:0x00030003 PA:0x8ffffffc store:0x00030003
          18400	       818	800002a0	300023f3	csrrs	x7,mstatus,x0	  x0:0x00000000  x7=0x00001800
          18520	       824	800002a4	007d2023	sw	x7,0(x26)	 x26:0x8ffffffc  x7:0x00001800 PA:0x8ffffffc store:0x00001800
          18540	       825	800002a8	90000d37	lui	x26,0x90000	 x26=0x90000000
          18560	       826	800002ac	1d71	c.addi	x26,-4	 x26:0x90000000 x26=0x8ffffffc
          18760	       836	800002ae	30400393	addi	x7,x0,772	  x0:0x00000000  x7=0x00000304
          18780	       837	800002b2	03a2	c.slli	x7,0x8	  x7:0x00000304  x7=0x00030400
          18800	       838	800002b4	038d	c.addi	x7,3	  x7:0x00030400  x7=0x00030403
          18860	       841	800002b6	007d2023	sw	x7,0(x26)	 x26:0x8ffffffc  x7:0x00030403 PA:0x8ffffffc store:0x00030403
          19200	       858	800002ba	304023f3	csrrs	x7,mie,x0	  x0:0x00000000  x7=0x00000000
          19480	       872	800002be	007d2023	sw	x7,0(x26)	 x26:0x8ffffffc  x7:0x00000000 PA:0x8ffffffc store:0x00000000
          19500	       873	800002c2	30200073	mret	
          19580	       877	800002c6	00d00013	addi	x0,x0,13	  x0:0x00000000  x0=0x00000000
          19600	       878	800002ca	4089	c.li	x1,2	  x1=0x00000002
