Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2387	        17	80000080	400017b7	lui	x15,0x40001	 x15=0x40001000
           2407	        18	80000084	10678793	addi	x15,x15,262	 x15:0x40001000 x15=0x40001106
           2427	        19	80000088	30179073	csrrw	x0,misa,x15	 x15:0x40001106  x0=0x00000000
           2487	        22	8000008c	00026b97	auipc	x23,0x26	 x23=0x8002608c
           2607	        28	80000090	c58b8b93	addi	x23,x23,-936	 x23:0x8002608c x23=0x80025ce4
           3027	        49	80000094	00002797	auipc	x15,0x2	 x15=0x80002094
           3407	        68	80000098	66c78793	addi	x15,x15,1644	 x15:0x80002094 x15=0x80002700
           3487	        72	8000009c	0017e793	ori	x15,x15,1	 x15:0x80002700 x15=0x80002701
           3507	        73	800000a0	30579073	csrrw	x0,mtvec,x15	 x15:0x80002701  x0=0x00000000
           3567	        76	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           3627	        79	800000a8	00003217	auipc	x4,0x3	  x4=0x800030a8
           3687	        82	800000ac	40020213	addi	x4,x4,1024	  x4:0x800030a8  x4=0x800034a8
           3707	        83	800000b0	4781	c.li	x15,0	 x15=0x00000000
           3727	        84	800000b2	923e	c.add	x4,x15	  x4:0x800034a8 x15:0x00000000  x4=0x800034a8
           4087	       102	800000b4	00225213	srli	x4,x4,0x2	  x4:0x800034a8  x4=0x20000d2a
           4107	       103	800000b8	3b021073	csrrw	x0,pmpaddr0,x4	  x4:0x20000d2a  x0=0x00000000
           4167	       106	800000bc	00003217	auipc	x4,0x3	  x4=0x800030bc
           4247	       110	800000c0	3ec20213	addi	x4,x4,1004	  x4:0x800030bc  x4=0x800034a8
           4387	       117	800000c4	111117b7	lui	x15,0x11111	 x15=0x11111000
           4407	       118	800000c8	11178793	addi	x15,x15,273	 x15:0x11111000 x15=0x11111111
           4467	       121	800000cc	923e	c.add	x4,x15	  x4:0x800034a8 x15:0x11111111  x4=0x911145b9
           4627	       129	800000ce	00225213	srli	x4,x4,0x2	  x4:0x911145b9  x4=0x2444516e
           4767	       136	800000d2	3b121073	csrrw	x0,pmpaddr1,x4	  x4:0x2444516e  x0=0x00000000
           4827	       139	800000d6	00003217	auipc	x4,0x3	  x4=0x800030d6
           5207	       158	800000da	3d220213	addi	x4,x4,978	  x4:0x800030d6  x4=0x800034a8
           5227	       159	800000de	222227b7	lui	x15,0x22222	 x15=0x22222000
           5247	       160	800000e2	22278793	addi	x15,x15,546	 x15:0x22222000 x15=0x22222222
           5267	       161	800000e6	923e	c.add	x4,x15	  x4:0x800034a8 x15:0x22222222  x4=0xa22256ca
           5667	       181	800000e8	00225213	srli	x4,x4,0x2	  x4:0xa22256ca  x4=0x288895b2
           5687	       182	800000ec	3b221073	csrrw	x0,pmpaddr2,x4	  x4:0x288895b2  x0=0x00000000
           5787	       187	800000f0	00003217	auipc	x4,0x3	  x4=0x800030f0
           5807	       188	800000f4	3b820213	addi	x4,x4,952	  x4:0x800030f0  x4=0x800034a8
           5947	       195	800000f8	333337b7	lui	x15,0x33333	 x15=0x33333000
           6087	       202	800000fc	33378793	addi	x15,x15,819	 x15:0x33333000 x15=0x33333333
           6507	       223	80000100	923e	c.add	x4,x15	  x4:0x800034a8 x15:0x33333333  x4=0xb33367db
           6527	       224	80000102	00225213	srli	x4,x4,0x2	  x4:0xb33367db  x4=0x2cccd9f6
           6687	       232	80000106	3b321073	csrrw	x0,pmpaddr3,x4	  x4:0x2cccd9f6  x0=0x00000000
           6867	       241	8000010a	0f0f1237	lui	x4,0xf0f1	  x4=0x0f0f1000
           7067	       251	8000010e	f0f20213	addi	x4,x4,-241	  x4:0x0f0f1000  x4=0x0f0f0f0f
           7087	       252	80000112	3a021073	csrrw	x0,pmpcfg0,x4	  x4:0x0f0f0f0f  x0=0x00000000
           7147	       255	80000116	00003217	auipc	x4,0x3	  x4=0x80003116
