Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2197	         8	80000080	40001137	lui	x2,0x40001	  x2=0x40001000
           2257	        11	80000084	10610113	addi	x2,x2,262	  x2:0x40001000  x2=0x40001106
           2357	        16	80000088	30111073	csrrw	x0,misa,x2	  x2:0x40001106  x0=0x00000000
           2417	        19	8000008c	00026317	auipc	x6,0x26	  x6=0x8002608c
           2797	        38	80000090	c5830313	addi	x6,x6,-936	  x6:0x8002608c  x6=0x80025ce4
           3097	        53	80000094	00002117	auipc	x2,0x2	  x2=0x80002094
           3117	        54	80000098	76c10113	addi	x2,x2,1900	  x2:0x80002094  x2=0x80002800
           3537	        75	8000009c	00116113	ori	x2,x2,1	  x2:0x80002800  x2=0x80002801
           3557	        76	800000a0	30511073	csrrw	x0,mtvec,x2	  x2:0x80002801  x0=0x00000000
           3717	        84	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           4097	       103	800000a8	00003b97	auipc	x23,0x3	 x23=0x800030a8
           4237	       110	800000ac	52cb8b93	addi	x23,x23,1324	 x23:0x800030a8 x23=0x800035d4
           4257	       111	800000b0	4101	c.li	x2,0	  x2=0x00000000
           4277	       112	800000b2	9b8a	c.add	x23,x2	 x23:0x800035d4  x2:0x00000000 x23=0x800035d4
           4297	       113	800000b4	002bdb93	srli	x23,x23,0x2	 x23:0x800035d4 x23=0x20000d75
           4317	       114	800000b8	3b0b9073	csrrw	x0,pmpaddr0,x23	 x23:0x20000d75  x0=0x00000000
           4597	       128	800000bc	00003b97	auipc	x23,0x3	 x23=0x800030bc
           4657	       131	800000c0	518b8b93	addi	x23,x23,1304	 x23:0x800030bc x23=0x800035d4
           4677	       132	800000c4	11111137	lui	x2,0x11111	  x2=0x11111000
           4857	       141	800000c8	11110113	addi	x2,x2,273	  x2:0x11111000  x2=0x11111111
           4877	       142	800000cc	9b8a	c.add	x23,x2	 x23:0x800035d4  x2:0x11111111 x23=0x911146e5
           4897	       143	800000ce	002bdb93	srli	x23,x23,0x2	 x23:0x911146e5 x23=0x244451b9
           5317	       164	800000d2	3b1b9073	csrrw	x0,pmpaddr1,x23	 x23:0x244451b9  x0=0x00000000
           5377	       167	800000d6	00003b97	auipc	x23,0x3	 x23=0x800030d6
           5397	       168	800000da	4feb8b93	addi	x23,x23,1278	 x23:0x800030d6 x23=0x800035d4
           5577	       177	800000de	22222137	lui	x2,0x22222	  x2=0x22222000
           5877	       192	800000e2	22210113	addi	x2,x2,546	  x2:0x22222000  x2=0x22222222
           5897	       193	800000e6	9b8a	c.add	x23,x2	 x23:0x800035d4  x2:0x22222222 x23=0xa22257f6
           6037	       200	800000e8	002bdb93	srli	x23,x23,0x2	 x23:0xa22257f6 x23=0x288895fd
           6137	       205	800000ec	3b2b9073	csrrw	x0,pmpaddr2,x23	 x23:0x288895fd  x0=0x00000000
           6497	       223	800000f0	00003b97	auipc	x23,0x3	 x23=0x800030f0
           6517	       224	800000f4	4e4b8b93	addi	x23,x23,1252	 x23:0x800030f0 x23=0x800035d4
           6537	       225	800000f8	33333137	lui	x2,0x33333	  x2=0x33333000
           6557	       226	800000fc	33310113	addi	x2,x2,819	  x2:0x33333000  x2=0x33333333
           6737	       235	80000100	9b8a	c.add	x23,x2	 x23:0x800035d4  x2:0x33333333 x23=0xb3336907
           6937	       245	80000102	002bdb93	srli	x23,x23,0x2	 x23:0xb3336907 x23=0x2cccda41
           7137	       255	80000106	3b3b9073	csrrw	x0,pmpaddr3,x23	 x23:0x2cccda41  x0=0x00000000
           7197	       258	8000010a	0f0f1bb7	lui	x23,0xf0f1	 x23=0x0f0f1000
           7217	       259	8000010e	f0fb8b93	addi	x23,x23,-241	 x23:0x0f0f1000 x23=0x0f0f0f0f
           7237	       260	80000112	3a0b9073	csrrw	x0,pmpcfg0,x23	 x23:0x0f0f0f0f  x0=0x00000000
           7617	       279	80000116	00003b97	auipc	x23,0x3	 x23=0x80003116
           7657	       281	8000011a	4beb8b93	addi	x23,x23,1214	 x23:0x80003116 x23=0x800035d4
           7697	       283	8000011e	44444137	lui	x2,0x44444	  x2=0x44444000
           7717	       284	80000122	44410113	addi	x2,x2,1092	  x2:0x44444000  x2=0x44444444
           7737	       285	80000126	9b8a	c.add	x23,x2	 x23:0x800035d4  x2:0x44444444 x23=0xc4447a18
           8137	       305	80000128	002bdb93	srli	x23,x23,0x2	 x23:0xc4447a18 x23=0x31111e86
           8337	       315	8000012c	3b4b9073	csrrw	x0,pmpaddr4,x23	 x23:0x31111e86  x0=0x00000000
           8397	       318	80000130	00003b97	auipc	x23,0x3	 x23=0x80003130
