Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2310	        13	80000080	40001137	lui	x2,0x40001	  x2=0x40001000
           2390	        17	80000084	10610113	addi	x2,x2,262	  x2:0x40001000  x2=0x40001106
           2410	        18	80000088	30111073	csrrw	x0,misa,x2	  x2:0x40001106  x0=0x00000000
           2590	        27	8000008c	00026b17	auipc	x22,0x26	 x22=0x8002608c
           2610	        28	80000090	c58b0b13	addi	x22,x22,-936	 x22:0x8002608c x22=0x80025ce4
           2810	        38	80000094	00002117	auipc	x2,0x2	  x2=0x80002094
           2830	        39	80000098	66c10113	addi	x2,x2,1644	  x2:0x80002094  x2=0x80002700
           3250	        60	8000009c	00116113	ori	x2,x2,1	  x2:0x80002700  x2=0x80002701
           3670	        81	800000a0	30511073	csrrw	x0,mtvec,x2	  x2:0x80002701  x0=0x00000000
           3850	        90	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           3910	        93	800000a8	00003717	auipc	x14,0x3	 x14=0x800030a8
           3930	        94	800000ac	3fc70713	addi	x14,x14,1020	 x14:0x800030a8 x14=0x800034a4
           3950	        95	800000b0	4101	c.li	x2,0	  x2=0x00000000
           3970	        96	800000b2	970a	c.add	x14,x2	 x14:0x800034a4  x2:0x00000000 x14=0x800034a4
           4110	       103	800000b4	8309	c.srli	x14,0x2	 x14:0x800034a4 x14=0x20000d29
           4130	       104	800000b6	3b071073	csrrw	x0,pmpaddr0,x14	 x14:0x20000d29  x0=0x00000000
           4270	       111	800000ba	00003717	auipc	x14,0x3	 x14=0x800030ba
           4410	       118	800000be	3ea70713	addi	x14,x14,1002	 x14:0x800030ba x14=0x800034a4
           4650	       130	800000c2	11111137	lui	x2,0x11111	  x2=0x11111000
           4710	       133	800000c6	11110113	addi	x2,x2,273	  x2:0x11111000  x2=0x11111111
           4730	       134	800000ca	970a	c.add	x14,x2	 x14:0x800034a4  x2:0x11111111 x14=0x911145b5
           4850	       140	800000cc	8309	c.srli	x14,0x2	 x14:0x911145b5 x14=0x2444516d
           4870	       141	800000ce	3b171073	csrrw	x0,pmpaddr1,x14	 x14:0x2444516d  x0=0x00000000
           4930	       144	800000d2	00003717	auipc	x14,0x3	 x14=0x800030d2
           4950	       145	800000d6	3d270713	addi	x14,x14,978	 x14:0x800030d2 x14=0x800034a4
           5290	       162	800000da	22222137	lui	x2,0x22222	  x2=0x22222000
           5310	       163	800000de	22210113	addi	x2,x2,546	  x2:0x22222000  x2=0x22222222
           5330	       164	800000e2	970a	c.add	x14,x2	 x14:0x800034a4  x2:0x22222222 x14=0xa22256c6
           5350	       165	800000e4	8309	c.srli	x14,0x2	 x14:0xa22256c6 x14=0x288895b1
           5370	       166	800000e6	3b271073	csrrw	x0,pmpaddr2,x14	 x14:0x288895b1  x0=0x00000000
           5810	       188	800000ea	00003717	auipc	x14,0x3	 x14=0x800030ea
           5830	       189	800000ee	3ba70713	addi	x14,x14,954	 x14:0x800030ea x14=0x800034a4
           5850	       190	800000f2	33333137	lui	x2,0x33333	  x2=0x33333000
