Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           8708	       333	80000080	40001c37	lui	x24,0x40001	 x24=0x40001000
           8948	       345	80000084	106c0c13	addi	x24,x24,262	 x24:0x40001000 x24=0x40001106
           8968	       346	80000088	301c1073	csrrw	x0,misa,x24	 x24:0x40001106  x0=0x00000000
           9028	       349	8000008c	00027117	auipc	x2,0x27	  x2=0x8002708c
           9048	       350	80000090	c5810113	addi	x2,x2,-936	  x2:0x8002708c  x2=0x80026ce4
           9068	       351	80000094	00002c17	auipc	x24,0x2	 x24=0x80002094
           9148	       355	80000098	66cc0c13	addi	x24,x24,1644	 x24:0x80002094 x24=0x80002700
           9348	       365	8000009c	001c6c13	ori	x24,x24,1	 x24:0x80002700 x24=0x80002701
           9368	       366	800000a0	305c1073	csrrw	x0,mtvec,x24	 x24:0x80002701  x0=0x00000000
           9428	       369	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           9828	       389	800000a8	00003497	auipc	x9,0x3	  x9=0x800030a8
           9848	       390	800000ac	40c48493	addi	x9,x9,1036	  x9:0x800030a8  x9=0x800034b4
          10048	       400	800000b0	4c01	c.li	x24,0	 x24=0x00000000
          10068	       401	800000b2	94e2	c.add	x9,x24	  x9:0x800034b4 x24:0x00000000  x9=0x800034b4
          10148	       405	800000b4	8089	c.srli	x9,0x2	  x9:0x800034b4  x9=0x20000d2d
          10168	       406	800000b6	3b049073	csrrw	x0,pmpaddr0,x9	  x9:0x20000d2d  x0=0x00000000
          10228	       409	800000ba	00003497	auipc	x9,0x3	  x9=0x800030ba
          10268	       411	800000be	3fa48493	addi	x9,x9,1018	  x9:0x800030ba  x9=0x800034b4
          10348	       415	800000c2	11111c37	lui	x24,0x11111	 x24=0x11111000
          10768	       436	800000c6	111c0c13	addi	x24,x24,273	 x24:0x11111000 x24=0x11111111
          10788	       437	800000ca	94e2	c.add	x9,x24	  x9:0x800034b4 x24:0x11111111  x9=0x911145c5
          10808	       438	800000cc	8089	c.srli	x9,0x2	  x9:0x911145c5  x9=0x24445171
          10828	       439	800000ce	3b149073	csrrw	x0,pmpaddr1,x9	  x9:0x24445171  x0=0x00000000
          10888	       442	800000d2	00003497	auipc	x9,0x3	  x9=0x800030d2
          10908	       443	800000d6	3e248493	addi	x9,x9,994	  x9:0x800030d2  x9=0x800034b4
          10928	       444	800000da	22222c37	lui	x24,0x22222	 x24=0x22222000
          10948	       445	800000de	222c0c13	addi	x24,x24,546	 x24:0x22222000 x24=0x22222222
          10968	       446	800000e2	94e2	c.add	x9,x24	  x9:0x800034b4 x24:0x22222222  x9=0xa22256d6
          11288	       462	800000e4	8089	c.srli	x9,0x2	  x9:0xa22256d6  x9=0x288895b5
          11308	       463	800000e6	3b249073	csrrw	x0,pmpaddr2,x9	  x9:0x288895b5  x0=0x00000000
          11368	       466	800000ea	00003497	auipc	x9,0x3	  x9=0x800030ea
          11388	       467	800000ee	3ca48493	addi	x9,x9,970	  x9:0x800030ea  x9=0x800034b4
          11508	       473	800000f2	33333c37	lui	x24,0x33333	 x24=0x33333000
          11788	       487	800000f6	333c0c13	addi	x24,x24,819	 x24:0x33333000 x24=0x33333333
          11808	       488	800000fa	94e2	c.add	x9,x24	  x9:0x800034b4 x24:0x33333333  x9=0xb33367e7
          11928	       494	800000fc	8089	c.srli	x9,0x2	  x9:0xb33367e7  x9=0x2cccd9f9
          11948	       495	800000fe	3b349073	csrrw	x0,pmpaddr3,x9	  x9:0x2cccd9f9  x0=0x00000000
          12008	       498	80000102	0f0f14b7	lui	x9,0xf0f1	  x9=0x0f0f1000
          12028	       499	80000106	f0f48493	addi	x9,x9,-241	  x9:0x0f0f1000  x9=0x0f0f0f0f
          12048	       500	8000010a	3a049073	csrrw	x0,pmpcfg0,x9	  x9:0x0f0f0f0f  x0=0x00000000
          12108	       503	8000010e	00003497	auipc	x9,0x3	  x9=0x8000310e
          12128	       504	80000112	3a648493	addi	x9,x9,934	  x9:0x8000310e  x9=0x800034b4
          12148	       505	80000116	44444c37	lui	x24,0x44444	 x24=0x44444000
          12248	       510	8000011a	444c0c13	addi	x24,x24,1092	 x24:0x44444000 x24=0x44444444
          12268	       511	8000011e	94e2	c.add	x9,x24	  x9:0x800034b4 x24:0x44444444  x9=0xc44478f8
          12288	       512	80000120	8089	c.srli	x9,0x2	  x9:0xc44478f8  x9=0x31111e3e
          12668	       531	80000122	3b449073	csrrw	x0,pmpaddr4,x9	  x9:0x31111e3e  x0=0x00000000
          12728	       534	80000126	00003497	auipc	x9,0x3	  x9=0x80003126
          12748	       535	8000012a	38e48493	addi	x9,x9,910	  x9:0x80003126  x9=0x800034b4
          12768	       536	8000012e	55555c37	lui	x24,0x55555	 x24=0x55555000
          12808	       538	80000132	555c0c13	addi	x24,x24,1365	 x24:0x55555000 x24=0x55555555
          12828	       539	80000136	94e2	c.add	x9,x24	  x9:0x800034b4 x24:0x55555555  x9=0xd5558a09
          12848	       540	80000138	8089	c.srli	x9,0x2	  x9:0xd5558a09  x9=0x35556282
          12868	       541	8000013a	3b549073	csrrw	x0,pmpaddr5,x9	  x9:0x35556282  x0=0x00000000
          12928	       544	8000013e	00003497	auipc	x9,0x3	  x9=0x8000313e
          12948	       545	80000142	37648493	addi	x9,x9,886	  x9:0x8000313e  x9=0x800034b4
          13268	       561	80000146	66666c37	lui	x24,0x66666	 x24=0x66666000
          13288	       562	8000014a	666c0c13	addi	x24,x24,1638	 x24:0x66666000 x24=0x66666666
          13308	       563	8000014e	94e2	c.add	x9,x24	  x9:0x800034b4 x24:0x66666666  x9=0xe6669b1a
          13328	       564	80000150	8089	c.srli	x9,0x2	  x9:0xe6669b1a  x9=0x3999a6c6
          13348	       565	80000152	3b649073	csrrw	x0,pmpaddr6,x9	  x9:0x3999a6c6  x0=0x00000000
          13688	       582	80000156	00003497	auipc	x9,0x3	  x9=0x80003156
          13708	       583	8000015a	35e48493	addi	x9,x9,862	  x9:0x80003156  x9=0x800034b4
          14128	       604	8000015e	77777c37	lui	x24,0x77777	 x24=0x77777000
          14208	       608	80000162	777c0c13	addi	x24,x24,1911	 x24:0x77777000 x24=0x77777777
          14228	       609	80000166	94e2	c.add	x9,x24	  x9:0x800034b4 x24:0x77777777  x9=0xf777ac2b
          14248	       610	80000168	8089	c.srli	x9,0x2	  x9:0xf777ac2b  x9=0x3dddeb0a
          14268	       611	8000016a	3b749073	csrrw	x0,pmpaddr7,x9	  x9:0x3dddeb0a  x0=0x00000000
