Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           4381	       117	80000080	40001137	lui	x2,0x40001	  x2=0x40001000
           4501	       123	80000084	10610113	addi	x2,x2,262	  x2:0x40001000  x2=0x40001106
           4601	       128	80000088	30111073	csrrw	x0,misa,x2	  x2:0x40001106  x0=0x00000000
           4661	       131	8000008c	00026517	auipc	x10,0x26	 x10=0x8002608c
           4741	       135	80000090	c5850513	addi	x10,x10,-936	 x10:0x8002608c x10=0x80025ce4
           4801	       138	80000094	00002117	auipc	x2,0x2	  x2=0x80002094
           5061	       151	80000098	46c10113	addi	x2,x2,1132	  x2:0x80002094  x2=0x80002500
           5081	       152	8000009c	00116113	ori	x2,x2,1	  x2:0x80002500  x2=0x80002501
           5101	       153	800000a0	30511073	csrrw	x0,mtvec,x2	  x2:0x80002501  x0=0x00000000
           5161	       156	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           5221	       159	800000a8	00003397	auipc	x7,0x3	  x7=0x800030a8
           5241	       160	800000ac	1e438393	addi	x7,x7,484	  x7:0x800030a8  x7=0x8000328c
           5381	       167	800000b0	4101	c.li	x2,0	  x2=0x00000000
           5401	       168	800000b2	938a	c.add	x7,x2	  x7:0x8000328c  x2:0x00000000  x7=0x8000328c
           5421	       169	800000b4	0023d393	srli	x7,x7,0x2	  x7:0x8000328c  x7=0x20000ca3
           5501	       173	800000b8	3b039073	csrrw	x0,pmpaddr0,x7	  x7:0x20000ca3  x0=0x00000000
           5561	       176	800000bc	00003397	auipc	x7,0x3	  x7=0x800030bc
           5581	       177	800000c0	1d038393	addi	x7,x7,464	  x7:0x800030bc  x7=0x8000328c
           5961	       196	800000c4	11111137	lui	x2,0x11111	  x2=0x11111000
           6041	       200	800000c8	11110113	addi	x2,x2,273	  x2:0x11111000  x2=0x11111111
           6061	       201	800000cc	938a	c.add	x7,x2	  x7:0x8000328c  x2:0x11111111  x7=0x9111439d
           6081	       202	800000ce	0023d393	srli	x7,x7,0x2	  x7:0x9111439d  x7=0x244450e7
           6101	       203	800000d2	3b139073	csrrw	x0,pmpaddr1,x7	  x7:0x244450e7  x0=0x00000000
