Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
          11930	       495	80000080	400019b7	lui	x19,0x40001	 x19=0x40001000
          11950	       496	80000084	10698993	addi	x19,x19,262	 x19:0x40001000 x19=0x40001106
          12050	       501	80000088	30199073	csrrw	x0,misa,x19	 x19:0x40001106  x0=0x00000000
          12110	       504	8000008c	00026517	auipc	x10,0x26	 x10=0x8002608c
          12310	       514	80000090	c5850513	addi	x10,x10,-936	 x10:0x8002608c x10=0x80025ce4
          12330	       515	80000094	00002997	auipc	x19,0x2	 x19=0x80002094
          12350	       516	80000098	66c98993	addi	x19,x19,1644	 x19:0x80002094 x19=0x80002700
          12370	       517	8000009c	0019e993	ori	x19,x19,1	 x19:0x80002700 x19=0x80002701
          12450	       521	800000a0	30599073	csrrw	x0,mtvec,x19	 x19:0x80002701  x0=0x00000000
          12510	       524	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
          12810	       539	800000a8	00003a97	auipc	x21,0x3	 x21=0x800030a8
          13230	       560	800000ac	444a8a93	addi	x21,x21,1092	 x21:0x800030a8 x21=0x800034ec
          13250	       561	800000b0	4981	c.li	x19,0	 x19=0x00000000
          13270	       562	800000b2	9ace	c.add	x21,x19	 x21:0x800034ec x19:0x80002701 x21=0x00005bed
          13290	       563	800000b4	002ada93	srli	x21,x21,0x2	 x21:0x00005bed x21=0x000016fb
