Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2204	         8	80000080	40001a37	lui	x20,0x40001	 x20=0x40001000
           2224	         9	80000084	106a0a13	addi	x20,x20,262	 x20:0x40001000 x20=0x40001106
           2364	        16	80000088	301a1073	csrrw	x0,misa,x20	 x20:0x40001106  x0=0x00000000
           2624	        29	8000008c	00026f97	auipc	x31,0x26	 x31=0x8002608c
           2644	        30	80000090	c58f8f93	addi	x31,x31,-936	 x31:0x8002608c x31=0x80025ce4
           2664	        31	80000094	00002a17	auipc	x20,0x2	 x20=0x80002094
           2684	        32	80000098	66ca0a13	addi	x20,x20,1644	 x20:0x80002094 x20=0x80002700
           2704	        33	8000009c	001a6a13	ori	x20,x20,1	 x20:0x80002700 x20=0x80002701
           2744	        35	800000a0	305a1073	csrrw	x0,mtvec,x20	 x20:0x80002701  x0=0x00000000
           3004	        48	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           3064	        51	800000a8	00003397	auipc	x7,0x3	  x7=0x800030a8
           3224	        59	800000ac	44438393	addi	x7,x7,1092	  x7:0x800030a8  x7=0x800034ec
           3384	        67	800000b0	4a01	c.li	x20,0	 x20=0x00000000
           3404	        68	800000b2	93d2	c.add	x7,x20	  x7:0x800034ec x20:0x00000000  x7=0x800034ec
           3424	        69	800000b4	0023d393	srli	x7,x7,0x2	  x7:0x800034ec  x7=0x20000d3b
           3444	        70	800000b8	3b039073	csrrw	x0,pmpaddr0,x7	  x7:0x20000d3b  x0=0x00000000
           3864	        91	800000bc	00003397	auipc	x7,0x3	  x7=0x800030bc
           3884	        92	800000c0	43038393	addi	x7,x7,1072	  x7:0x800030bc  x7=0x800034ec
           4304	       113	800000c4	11111a37	lui	x20,0x11111	 x20=0x11111000
           4444	       120	800000c8	111a0a13	addi	x20,x20,273	 x20:0x11111000 x20=0x11111111
           4464	       121	800000cc	93d2	c.add	x7,x20	  x7:0x800034ec x20:0x11111111  x7=0x911145fd
           4484	       122	800000ce	0023d393	srli	x7,x7,0x2	  x7:0x911145fd  x7=0x2444517f
           4504	       123	800000d2	3b139073	csrrw	x0,pmpaddr1,x7	  x7:0x2444517f  x0=0x00000000
           4564	       126	800000d6	00003397	auipc	x7,0x3	  x7=0x800030d6
           4704	       133	800000da	41638393	addi	x7,x7,1046	  x7:0x800030d6  x7=0x800034ec
           4744	       135	800000de	22222a37	lui	x20,0x22222	 x20=0x22222000
           4864	       141	800000e2	222a0a13	addi	x20,x20,546	 x20:0x22222000 x20=0x22222222
           4884	       142	800000e6	93d2	c.add	x7,x20	  x7:0x800034ec x20:0x22222222  x7=0xa222570e
           4904	       143	800000e8	0023d393	srli	x7,x7,0x2	  x7:0xa222570e  x7=0x288895c3
           4924	       144	800000ec	3b239073	csrrw	x0,pmpaddr2,x7	  x7:0x288895c3  x0=0x00000000
           4984	       147	800000f0	00003397	auipc	x7,0x3	  x7=0x800030f0
           5004	       148	800000f4	3fc38393	addi	x7,x7,1020	  x7:0x800030f0  x7=0x800034ec
           5324	       164	800000f8	33333a37	lui	x20,0x33333	 x20=0x33333000
           5464	       171	800000fc	333a0a13	addi	x20,x20,819	 x20:0x33333000 x20=0x33333333
           5624	       179	80000100	93d2	c.add	x7,x20	  x7:0x800034ec x20:0x33333333  x7=0xb333681f
           5804	       188	80000102	0023d393	srli	x7,x7,0x2	  x7:0xb333681f  x7=0x2cccda07
           5944	       195	80000106	3b339073	csrrw	x0,pmpaddr3,x7	  x7:0x2cccda07  x0=0x00000000
           6244	       210	8000010a	0f0f13b7	lui	x7,0xf0f1	  x7=0x0f0f1000
           6264	       211	8000010e	f0f38393	addi	x7,x7,-241	  x7:0x0f0f1000  x7=0x0f0f0f0f
           6344	       215	80000112	3a039073	csrrw	x0,pmpcfg0,x7	  x7:0x0f0f0f0f  x0=0x00000000
           6764	       236	80000116	00003397	auipc	x7,0x3	  x7=0x80003116
           6904	       243	8000011a	3d638393	addi	x7,x7,982	  x7:0x80003116  x7=0x800034ec
           7104	       253	8000011e	44444a37	lui	x20,0x44444	 x20=0x44444000
           7124	       254	80000122	444a0a13	addi	x20,x20,1092	 x20:0x44444000 x20=0x44444444
           7144	       255	80000126	93d2	c.add	x7,x20	  x7:0x800034ec x20:0x44444444  x7=0xc4447930
           7164	       256	80000128	0023d393	srli	x7,x7,0x2	  x7:0xc4447930  x7=0x31111e4c
           7184	       257	8000012c	3b439073	csrrw	x0,pmpaddr4,x7	  x7:0x31111e4c  x0=0x00000000
           7584	       277	80000130	00003397	auipc	x7,0x3	  x7=0x80003130
           7604	       278	80000134	3bc38393	addi	x7,x7,956	  x7:0x80003130  x7=0x800034ec
           7624	       279	80000138	55555a37	lui	x20,0x55555	 x20=0x55555000
           7924	       294	8000013c	555a0a13	addi	x20,x20,1365	 x20:0x55555000 x20=0x55555555
           7964	       296	80000140	93d2	c.add	x7,x20	  x7:0x800034ec x20:0x55555555  x7=0xd5558a41
           7984	       297	80000142	0023d393	srli	x7,x7,0x2	  x7:0xd5558a41  x7=0x35556290
           8164	       306	80000146	3b539073	csrrw	x0,pmpaddr5,x7	  x7:0x35556290  x0=0x00000000
           8224	       309	8000014a	00003397	auipc	x7,0x3	  x7=0x8000314a
           8244	       310	8000014e	3a238393	addi	x7,x7,930	  x7:0x8000314a  x7=0x800034ec
           8404	       318	80000152	66666a37	lui	x20,0x66666	 x20=0x66666000
           8424	       319	80000156	666a0a13	addi	x20,x20,1638	 x20:0x66666000 x20=0x66666666
           8444	       320	8000015a	93d2	c.add	x7,x20	  x7:0x800034ec x20:0x66666666  x7=0xe6669b52
           8504	       323	8000015c	0023d393	srli	x7,x7,0x2	  x7:0xe6669b52  x7=0x3999a6d4
           8544	       325	80000160	3b639073	csrrw	x0,pmpaddr6,x7	  x7:0x3999a6d4  x0=0x00000000
           8604	       328	80000164	00003397	auipc	x7,0x3	  x7=0x80003164
           8624	       329	80000168	38838393	addi	x7,x7,904	  x7:0x80003164  x7=0x800034ec
           8644	       330	8000016c	77777a37	lui	x20,0x77777	 x20=0x77777000
           8664	       331	80000170	777a0a13	addi	x20,x20,1911	 x20:0x77777000 x20=0x77777777
           8804	       338	80000174	93d2	c.add	x7,x20	  x7:0x800034ec x20:0x77777777  x7=0xf777ac63
           8944	       345	80000176	0023d393	srli	x7,x7,0x2	  x7:0xf777ac63  x7=0x3dddeb18
           9044	       350	8000017a	3b739073	csrrw	x0,pmpaddr7,x7	  x7:0x3dddeb18  x0=0x00000000
           9104	       353	8000017e	0f0f13b7	lui	x7,0xf0f1	  x7=0x0f0f1000
           9124	       354	80000182	f0f38393	addi	x7,x7,-241	  x7:0x0f0f1000  x7=0x0f0f0f0f
           9404	       368	80000186	3a139073	csrrw	x0,pmpcfg1,x7	  x7:0x0f0f0f0f  x0=0x00000000
           9464	       371	8000018a	00003397	auipc	x7,0x3	  x7=0x8000318a
           9484	       372	8000018e	36238393	addi	x7,x7,866	  x7:0x8000318a  x7=0x800034ec
           9504	       373	80000192	88889a37	lui	x20,0x88889	 x20=0x88889000
           9524	       374	80000196	888a0a13	addi	x20,x20,-1912	 x20:0x88889000 x20=0x88888888
           9544	       375	8000019a	93d2	c.add	x7,x20	  x7:0x800034ec x20:0x88888888  x7=0x0888bd74
           9564	       376	8000019c	0023d393	srli	x7,x7,0x2	  x7:0x0888bd74  x7=0x02222f5d
           9824	       389	800001a0	3b839073	csrrw	x0,pmpaddr8,x7	  x7:0x02222f5d  x0=0x00000000
           9944	       395	800001a4	00003397	auipc	x7,0x3	  x7=0x800031a4
          10144	       405	800001a8	34838393	addi	x7,x7,840	  x7:0x800031a4  x7=0x800034ec
          10504	       423	800001ac	9999aa37	lui	x20,0x9999a	 x20=0x9999a000
          10524	       424	800001b0	999a0a13	addi	x20,x20,-1639	 x20:0x9999a000 x20=0x99999999
          10664	       431	800001b4	93d2	c.add	x7,x20	  x7:0x800034ec x20:0x99999999  x7=0x1999ce85
          10704	       433	800001b6	0023d393	srli	x7,x7,0x2	  x7:0x1999ce85  x7=0x066673a1
          10724	       434	800001ba	3b939073	csrrw	x0,pmpaddr9,x7	  x7:0x066673a1  x0=0x00000000
          10784	       437	800001be	00003397	auipc	x7,0x3	  x7=0x800031be
          10804	       438	800001c2	32e38393	addi	x7,x7,814	  x7:0x800031be  x7=0x800034ec
          10824	       439	800001c6	aaaaba37	lui	x20,0xaaaab	 x20=0xaaaab000
          10864	       441	800001ca	aaaa0a13	addi	x20,x20,-1366	 x20:0xaaaab000 x20=0xaaaaaaaa
          10884	       442	800001ce	93d2	c.add	x7,x20	  x7:0x800034ec x20:0xaaaaaaaa  x7=0x2aaadf96
          11284	       462	800001d0	0023d393	srli	x7,x7,0x2	  x7:0x2aaadf96  x7=0x0aaab7e5
          11304	       463	800001d4	3ba39073	csrrw	x0,pmpaddr10,x7	  x7:0x0aaab7e5  x0=0x00000000
          11464	       471	800001d8	00003397	auipc	x7,0x3	  x7=0x800031d8
          11484	       472	800001dc	31438393	addi	x7,x7,788	  x7:0x800031d8  x7=0x800034ec
          11644	       480	800001e0	bbbbca37	lui	x20,0xbbbbc	 x20=0xbbbbc000
          11664	       481	800001e4	bbba0a13	addi	x20,x20,-1093	 x20:0xbbbbc000 x20=0xbbbbbbbb
          11844	       490	800001e8	93d2	c.add	x7,x20	  x7:0x800034ec x20:0xbbbbbbbb  x7=0x3bbbf0a7
          11864	       491	800001ea	0023d393	srli	x7,x7,0x2	  x7:0x3bbbf0a7  x7=0x0eeefc29
          11884	       492	800001ee	3bb39073	csrrw	x0,pmpaddr11,x7	  x7:0x0eeefc29  x0=0x00000000
          12024	       499	800001f2	0f0f13b7	lui	x7,0xf0f1	  x7=0x0f0f1000
          12224	       509	800001f6	f0f38393	addi	x7,x7,-241	  x7:0x0f0f1000  x7=0x0f0f0f0f
          12244	       510	800001fa	3a239073	csrrw	x0,pmpcfg2,x7	  x7:0x0f0f0f0f  x0=0x00000000
          12664	       531	800001fe	00003397	auipc	x7,0x3	  x7=0x800031fe
          12844	       540	80000202	2ee38393	addi	x7,x7,750	  x7:0x800031fe  x7=0x800034ec
          13264	       561	80000206	ccccda37	lui	x20,0xccccd	 x20=0xccccd000
          13284	       562	8000020a	ccca0a13	addi	x20,x20,-820	 x20:0xccccd000 x20=0xcccccccc
          13304	       563	8000020e	93d2	c.add	x7,x20	  x7:0x800034ec x20:0xcccccccc  x7=0x4ccd01b8
          13324	       564	80000210	0023d393	srli	x7,x7,0x2	  x7:0x4ccd01b8  x7=0x1333406e
          13724	       584	80000214	3bc39073	csrrw	x0,pmpaddr12,x7	  x7:0x1333406e  x0=0x00000000
          13784	       587	80000218	00003397	auipc	x7,0x3	  x7=0x80003218
          13884	       592	8000021c	2d438393	addi	x7,x7,724	  x7:0x80003218  x7=0x800034ec
          14004	       598	80000220	ddddea37	lui	x20,0xdddde	 x20=0xdddde000
          14144	       605	80000224	ddda0a13	addi	x20,x20,-547	 x20:0xdddde000 x20=0xdddddddd
          14164	       606	80000228	93d2	c.add	x7,x20	  x7:0x800034ec x20:0xdddddddd  x7=0x5dde12c9
          14584	       627	8000022a	0023d393	srli	x7,x7,0x2	  x7:0x5dde12c9  x7=0x177784b2
          14804	       638	8000022e	3bd39073	csrrw	x0,pmpaddr13,x7	  x7:0x177784b2  x0=0x00000000
          14864	       641	80000232	00003397	auipc	x7,0x3	  x7=0x80003232
          14964	       646	80000236	2ba38393	addi	x7,x7,698	  x7:0x80003232  x7=0x800034ec
          15164	       656	8000023a	eeeefa37	lui	x20,0xeeeef	 x20=0xeeeef000
          15184	       657	8000023e	eeea0a13	addi	x20,x20,-274	 x20:0xeeeef000 x20=0xeeeeeeee
          15204	       658	80000242	93d2	c.add	x7,x20	  x7:0x800034ec x20:0xeeeeeeee  x7=0x6eef23da
          15224	       659	80000244	0023d393	srli	x7,x7,0x2	  x7:0x6eef23da  x7=0x1bbbc8f6
          15244	       660	80000248	3be39073	csrrw	x0,pmpaddr14,x7	  x7:0x1bbbc8f6  x0=0x00000000
          15424	       669	8000024c	00003397	auipc	x7,0x3	  x7=0x8000324c
          15444	       670	80000250	2a038393	addi	x7,x7,672	  x7:0x8000324c  x7=0x800034ec
          15544	       675	80000254	fff00a13	addi	x20,x0,-1	  x0:0x00000000 x20=0xffffffff
          15564	       676	80000258	93d2	c.add	x7,x20	  x7:0x800034ec x20:0xffffffff  x7=0x800034eb
          15584	       677	8000025a	0023d393	srli	x7,x7,0x2	  x7:0x800034eb  x7=0x20000d3a
          15604	       678	8000025e	3bf39073	csrrw	x0,pmpaddr15,x7	  x7:0x20000d3a  x0=0x00000000
          15784	       687	80000262	0f0f13b7	lui	x7,0xf0f1	  x7=0x0f0f1000
          15884	       692	80000266	f0f38393	addi	x7,x7,-241	  x7:0x0f0f1000  x7=0x0f0f0f0f
          16304	       713	8000026a	3a339073	csrrw	x0,pmpcfg3,x7	  x7:0x0f0f0f0f  x0=0x00000000
          16464	       721	8000026e	00000a17	auipc	x20,0x0	 x20=0x8000026e
          16504	       723	80000272	060a0a13	addi	x20,x20,96	 x20:0x8000026e x20=0x800002ce
          16664	       731	80000276	341a1073	csrrw	x0,mepc,x20	 x20:0x800002ce  x0=0x00000000
          16684	       732	8000027a	7c00d073	csrrwi	x0,0x7c0,1	  x0=0x00000000
          16744	       735	8000027e	4a01	c.li	x20,0	 x20=0x00000000
          16764	       736	80000280	300a1073	csrrw	x0,mstatus,x20	 x20:0x00000000  x0=0x00000000
          16884	       742	80000284	4a01	c.li	x20,0	 x20=0x00000000
          16904	       743	80000286	304a1073	csrrw	x0,mie,x20	 x20:0x00000000  x0=0x00000000
          16964	       746	8000028a	90000f37	lui	x30,0x90000	 x30=0x90000000
          16984	       747	8000028e	1f71	c.addi	x30,-4	 x30:0x90000000 x30=0x8ffffffc
          17044	       750	80000290	90000f37	lui	x30,0x90000	 x30=0x90000000
          17064	       751	80000294	1f71	c.addi	x30,-4	 x30:0x90000000 x30=0x8ffffffc
          17484	       772	80000296	90000f37	lui	x30,0x90000	 x30=0x90000000
          17504	       773	8000029a	1f71	c.addi	x30,-4	 x30:0x90000000 x30=0x8ffffffc
          17544	       775	8000029c	30000a13	addi	x20,x0,768	  x0:0x00000000 x20=0x00000300
          17744	       785	800002a0	0a22	c.slli	x20,0x8	 x20:0x00000300 x20=0x00030000
          17764	       786	800002a2	0a0d	c.addi	x20,3	 x20:0x00030000 x20=0x00030003
          18404	       818	800002a4	014f2023	sw	x20,0(x30)	 x30:0x8ffffffc x20:0x00030003 PA:0x8ffffffc store:0x00030003
          18424	       819	800002a8	30002a73	csrrs	x20,mstatus,x0	  x0:0x00000000 x20=0x00000000
          18484	       822	800002ac	014f2023	sw	x20,0(x30)	 x30:0x8ffffffc x20:0x00000000 PA:0x8ffffffc store:0x00000000
          18504	       823	800002b0	90000f37	lui	x30,0x90000	 x30=0x90000000
          18524	       824	800002b4	1f71	c.addi	x30,-4	 x30:0x90000000 x30=0x8ffffffc
          18544	       825	800002b6	30400a13	addi	x20,x0,772	  x0:0x00000000 x20=0x00000304
          18564	       826	800002ba	0a22	c.slli	x20,0x8	 x20:0x00000304 x20=0x00030400
          18584	       827	800002bc	0a0d	c.addi	x20,3	 x20:0x00030400 x20=0x00030403
          18804	       838	800002be	014f2023	sw	x20,0(x30)	 x30:0x8ffffffc x20:0x00030403 PA:0x8ffffffc store:0x00030403
          18824	       839	800002c2	30402a73	csrrs	x20,mie,x0	  x0:0x00000000 x20=0x00000000
          18924	       844	800002c6	014f2023	sw	x20,0(x30)	 x30:0x8ffffffc x20:0x00000000 PA:0x8ffffffc store:0x00000000
          18964	       846	800002ca	30200073	mret	
          19304	       863	800002ce	00000013	addi	x0,x0,0	  x0:0x00000000  x0=0x00000000
          19324	       864	800002d2	f49480b7	lui	x1,0xf4948	  x1=0xf4948000
          19484	       872	800002d6	17908093	addi	x1,x1,377	  x1:0xf4948000  x1=0xf4948179
          19504	       873	800002da	80000137	lui	x2,0x80000	  x2=0x80000000
          19524	       874	800002de	4185	c.li	x3,1	  x3=0x00000001
          19544	       875	800002e0	fa812237	lui	x4,0xfa812	  x4=0xfa812000
          19564	       876	800002e4	98b20213	addi	x4,x4,-1653	  x4:0xfa812000  x4=0xfa81198b
          19584	       877	800002e8	42b4a2b7	lui	x5,0x42b4a	  x5=0x42b4a000
          19604	       878	800002ec	eb828293	addi	x5,x5,-328	  x5:0x42b4a000  x5=0x42b49eb8
          20024	       899	800002f0	4301	c.li	x6,0	  x6=0x00000000
          20044	       900	800002f2	4385	c.li	x7,1	  x7=0x00000001
          20064	       901	800002f4	4425	c.li	x8,9	  x8=0x00000009
          20084	       902	800002f6	795774b7	lui	x9,0x79577	  x9=0x79577000
          20104	       903	800002fa	bbf48493	addi	x9,x9,-1089	  x9:0x79577000  x9=0x79576bbf
          20124	       904	800002fe	4501	c.li	x10,0	 x10=0x00000000
          20504	       923	80000300	800005b7	lui	x11,0x80000	 x11=0x80000000
          20524	       924	80000304	80000637	lui	x12,0x80000	 x12=0x80000000
          20584	       927	80000308	4681	c.li	x13,0	 x13=0x00000000
          20604	       928	8000030a	80000737	lui	x14,0x80000	 x14=0x80000000
          20624	       929	8000030e	4781	c.li	x15,0	 x15=0x00000000
          20644	       930	80000310	80000837	lui	x16,0x80000	 x16=0x80000000
          21064	       951	80000314	4881	c.li	x17,0	 x17=0x00000000
          21084	       952	80000316	4911	c.li	x18,4	 x18=0x00000004
          21104	       953	80000318	49a9	c.li	x19,10	 x19=0x0000000a
          21124	       954	8000031a	f79ffa37	lui	x20,0xf79ff	 x20=0xf79ff000
          21504	       973	8000031e	8b4a0a13	addi	x20,x20,-1868	 x20:0xf79ff000 x20=0xf79fe8b4
          21524	       974	80000322	4a81	c.li	x21,0	 x21=0x00000000
          21544	       975	80000324	f2610b37	lui	x22,0xf2610	 x22=0xf2610000
          21564	       976	80000328	e23b0b13	addi	x22,x22,-477	 x22:0xf2610000 x22=0xf260fe23
          21584	       977	8000032c	fc4efc37	lui	x24,0xfc4ef	 x24=0xfc4ef000
          21884	       992	80000330	594c0c13	addi	x24,x24,1428	 x24:0xfc4ef000 x24=0xfc4ef594
          21904	       993	80000334	80000cb7	lui	x25,0x80000	 x25=0x80000000
          21924	       994	80000338	80000d37	lui	x26,0x80000	 x26=0x80000000
          21984	       997	8000033c	80000db7	lui	x27,0x80000	 x27=0x80000000
          22004	       998	80000340	4e35	c.li	x28,13	 x28=0x0000000d
          22024	       999	80000342	80000eb7	lui	x29,0x80000	 x29=0x80000000
          22044	      1000	80000346	4f01	c.li	x30,0	 x30=0x00000000
          22184	      1007	80000348	00022b97	auipc	x23,0x22	 x23=0x80022348
          22344	      1015	8000034c	b1cb8b93	addi	x23,x23,-1252	 x23:0x80022348 x23=0x80021e64
          22364	      1016	80000350	90000f37	lui	x30,0x90000	 x30=0x90000000
          22584	      1027	80000354	1f71	c.addi	x30,-4	 x30:0x90000000 x30=0x8ffffffc
          22604	      1028	80000356	4a01	c.li	x20,0	 x20=0x00000000
          23004	      1048	80000358	0a22	c.slli	x20,0x8	 x20:0x00000000 x20=0x00000000
          23424	      1069	8000035a	000a0a13	addi	x20,x20,0	 x20:0x00000000 x20=0x00000000
          23844	      1090	8000035e	014f2023	sw	x20,0(x30)	 x30:0x8ffffffc x20:0x00000000 PA:0x8ffffffc store:0x00000000
          23864	      1091	80000362	18a0306f	jal	x0,800034ec	  x0=0x00000000
          24044	      1100	800034ec	18c0b493	sltiu	x9,x1,396	  x1:0xf4948179  x9=0x00000000
          24224	      1109	800034f0	004889b3	add	x19,x17,x4	 x17:0x00000000  x4:0xfa81198b x19=0xfa81198b
          24244	      1110	800034f4	f9cfe913	ori	x18,x31,-100	 x31:0x80025ce4 x18=0xfffffffc
          24664	      1131	800034f8	0000100f	fence.i	
          24844	      1140	800034fc	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
          24944	      1145	800034fe	00000817	auipc	x16,0x0	 x16=0x800034fe
          25424	      1169	80003502	39080813	addi	x16,x16,912	 x16:0x800034fe x16=0x8000388e
          25444	      1170	80003506	8e35	c.xor	x12,x13	 x12:0x80000000 x13:0x00000000 x12=0x80000000
          25464	      1171	80003508	c8b80813	addi	x16,x16,-885	 x16:0x8000388e x16=0x80003519
          25504	      1173	8000350c	8ce5	c.and	x9,x9	  x9:0x00000000  x9:0x00000000  x9=0x00000000
          25524	      1174	8000350e	37580ae7	jalr	x21,885(x16)	 x16:0x80003519 x21=0x80003512
          32104	      1503	8000388e	8fa67e13	andi	x28,x12,-1798	 x12:0x80000000 x28=0x80000000
          32124	      1504	80003892	1bd1	c.addi	x23,-12	 x23:0x80021e64 x23=0x80021e58
          32284	      1512	80003894	015ba223	sw	x21,4(x23)	 x23:0x80021e58 x21:0x80003512 PA:0x80021e5c store:0x80003512
          32304	      1513	80003898	b8223817	auipc	x16,0xb8223	 x16=0x38226898
          32524	      1524	8000389c	009d0533	add	x10,x26,x9	 x26:0x80000000  x9:0x00000000 x10=0x80000000
          32544	      1525	800038a0	0f4e	c.slli	x30,0x13	 x30:0x8ffffffc x30=0xffe00000
          32564	      1526	800038a2	01a76d33	or	x26,x14,x26	 x14:0x80000000 x26:0x80000000 x26=0x80000000
          32764	      1536	800038a6	0222acb3	mulhsu	x25,x5,x2	  x5:0x42b49eb8  x2:0x80000000 x25=0x215a4f5c
          32784	      1537	800038aa	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
          32884	      1542	800038ac	011e9133	sll	x2,x29,x17	 x29:0x80000000 x17:0x00000000  x2=0x80000000
          33624	      1579	800038b0	023a7db3	remu	x27,x20,x3	 x20:0x00000000  x3:0x00000001 x27=0x00000000
          33644	      1580	800038b4	390eae93	slti	x29,x29,912	 x29:0x80000000 x29=0x00000001
          34384	      1617	800038b8	03685533	divu	x10,x16,x22	 x16:0x38226898 x22:0xf260fe23 x10=0x00000000
          34404	      1618	800038bc	41e80e33	sub	x28,x16,x30	 x16:0x38226898 x30:0xffe00000 x28=0x38026898
          34424	      1619	800038c0	9512	c.add	x10,x4	 x10:0x00000000  x4:0xfa81198b x10=0xfa81198b
