Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2569	        26	80000080	40001a37	lui	x20,0x40001	 x20=0x40001000
           2689	        32	80000084	106a0a13	addi	x20,x20,262	 x20:0x40001000 x20=0x40001106
           2729	        34	80000088	301a1073	csrrw	x0,misa,x20	 x20:0x40001106  x0=0x00000000
           2789	        37	8000008c	00026f17	auipc	x30,0x26	 x30=0x8002608c
           2969	        46	80000090	c58f0f13	addi	x30,x30,-936	 x30:0x8002608c x30=0x80025ce4
           3389	        67	80000094	00002a17	auipc	x20,0x2	 x20=0x80002094
           3749	        85	80000098	66ca0a13	addi	x20,x20,1644	 x20:0x80002094 x20=0x80002700
           3829	        89	8000009c	001a6a13	ori	x20,x20,1	 x20:0x80002700 x20=0x80002701
           4129	       104	800000a0	305a1073	csrrw	x0,mtvec,x20	 x20:0x80002701  x0=0x00000000
           4309	       113	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           4369	       116	800000a8	00003797	auipc	x15,0x3	 x15=0x800030a8
           4389	       117	800000ac	41478793	addi	x15,x15,1044	 x15:0x800030a8 x15=0x800034bc
           4409	       118	800000b0	4a01	c.li	x20,0	 x20=0x00000000
           4429	       119	800000b2	97d2	c.add	x15,x20	 x15:0x800034bc x20:0x00000000 x15=0x800034bc
           4489	       122	800000b4	8389	c.srli	x15,0x2	 x15:0x800034bc x15=0x20000d2f
           4509	       123	800000b6	3b079073	csrrw	x0,pmpaddr0,x15	 x15:0x20000d2f  x0=0x00000000
           4569	       126	800000ba	00003797	auipc	x15,0x3	 x15=0x800030ba
           4949	       145	800000be	40278793	addi	x15,x15,1026	 x15:0x800030ba x15=0x800034bc
           4969	       146	800000c2	11111a37	lui	x20,0x11111	 x20=0x11111000
           4989	       147	800000c6	111a0a13	addi	x20,x20,273	 x20:0x11111000 x20=0x11111111
           5009	       148	800000ca	97d2	c.add	x15,x20	 x15:0x800034bc x20:0x11111111 x15=0x911145cd
           5029	       149	800000cc	8389	c.srli	x15,0x2	 x15:0x911145cd x15=0x24445173
           5049	       150	800000ce	3b179073	csrrw	x0,pmpaddr1,x15	 x15:0x24445173  x0=0x00000000
           5109	       153	800000d2	00003797	auipc	x15,0x3	 x15=0x800030d2
           5169	       156	800000d6	3ea78793	addi	x15,x15,1002	 x15:0x800030d2 x15=0x800034bc
           5189	       157	800000da	22222a37	lui	x20,0x22222	 x20=0x22222000
           5209	       158	800000de	222a0a13	addi	x20,x20,546	 x20:0x22222000 x20=0x22222222
           5229	       159	800000e2	97d2	c.add	x15,x20	 x15:0x800034bc x20:0x22222222 x15=0xa22256de
           5249	       160	800000e4	8389	c.srli	x15,0x2	 x15:0xa22256de x15=0x288895b7
           5509	       173	800000e6	3b279073	csrrw	x0,pmpaddr2,x15	 x15:0x288895b7  x0=0x00000000
           5569	       176	800000ea	00003797	auipc	x15,0x3	 x15=0x800030ea
           5589	       177	800000ee	3d278793	addi	x15,x15,978	 x15:0x800030ea x15=0x800034bc
           5609	       178	800000f2	33333a37	lui	x20,0x33333	 x20=0x33333000
           5629	       179	800000f6	333a0a13	addi	x20,x20,819	 x20:0x33333000 x20=0x33333333
           5649	       180	800000fa	97d2	c.add	x15,x20	 x15:0x800034bc x20:0x33333333 x15=0xb33367ef
           5789	       187	800000fc	8389	c.srli	x15,0x2	 x15:0xb33367ef x15=0x2cccd9fb
           5809	       188	800000fe	3b379073	csrrw	x0,pmpaddr3,x15	 x15:0x2cccd9fb  x0=0x00000000
           5869	       191	80000102	0f0f17b7	lui	x15,0xf0f1	 x15=0x0f0f1000
           6249	       210	80000106	f0f78793	addi	x15,x15,-241	 x15:0x0f0f1000 x15=0x0f0f0f0f
           6269	       211	8000010a	3a079073	csrrw	x0,pmpcfg0,x15	 x15:0x0f0f0f0f  x0=0x00000000
           6409	       218	8000010e	00003797	auipc	x15,0x3	 x15=0x8000310e
           6609	       228	80000112	3ae78793	addi	x15,x15,942	 x15:0x8000310e x15=0x800034bc
           6629	       229	80000116	44444a37	lui	x20,0x44444	 x20=0x44444000
           7049	       250	8000011a	444a0a13	addi	x20,x20,1092	 x20:0x44444000 x20=0x44444444
           7069	       251	8000011e	97d2	c.add	x15,x20	 x15:0x800034bc x20:0x44444444 x15=0xc4447900
           7089	       252	80000120	8389	c.srli	x15,0x2	 x15:0xc4447900 x15=0x31111e40
           7369	       266	80000122	3b479073	csrrw	x0,pmpaddr4,x15	 x15:0x31111e40  x0=0x00000000
           7429	       269	80000126	00003797	auipc	x15,0x3	 x15=0x80003126
           7449	       270	8000012a	39678793	addi	x15,x15,918	 x15:0x80003126 x15=0x800034bc
           7769	       286	8000012e	55555a37	lui	x20,0x55555	 x20=0x55555000
           7849	       290	80000132	555a0a13	addi	x20,x20,1365	 x20:0x55555000 x20=0x55555555
           7869	       291	80000136	97d2	c.add	x15,x20	 x15:0x800034bc x20:0x55555555 x15=0xd5558a11
           7889	       292	80000138	8389	c.srli	x15,0x2	 x15:0xd5558a11 x15=0x35556284
           7989	       297	8000013a	3b579073	csrrw	x0,pmpaddr5,x15	 x15:0x35556284  x0=0x00000000
           8209	       308	8000013e	00003797	auipc	x15,0x3	 x15=0x8000313e
           8369	       316	80000142	37e78793	addi	x15,x15,894	 x15:0x8000313e x15=0x800034bc
           8389	       317	80000146	66666a37	lui	x20,0x66666	 x20=0x66666000
           8409	       318	8000014a	666a0a13	addi	x20,x20,1638	 x20:0x66666000 x20=0x66666666
           8429	       319	8000014e	97d2	c.add	x15,x20	 x15:0x800034bc x20:0x66666666 x15=0xe6669b22
           8449	       320	80000150	8389	c.srli	x15,0x2	 x15:0xe6669b22 x15=0x3999a6c8
           8469	       321	80000152	3b679073	csrrw	x0,pmpaddr6,x15	 x15:0x3999a6c8  x0=0x00000000
           8569	       326	80000156	00003797	auipc	x15,0x3	 x15=0x80003156
           8589	       327	8000015a	36678793	addi	x15,x15,870	 x15:0x80003156 x15=0x800034bc
           8609	       328	8000015e	77777a37	lui	x20,0x77777	 x20=0x77777000
           8629	       329	80000162	777a0a13	addi	x20,x20,1911	 x20:0x77777000 x20=0x77777777
           8649	       330	80000166	97d2	c.add	x15,x20	 x15:0x800034bc x20:0x77777777 x15=0xf777ac33
           8669	       331	80000168	8389	c.srli	x15,0x2	 x15:0xf777ac33 x15=0x3dddeb0c
           8729	       334	8000016a	3b779073	csrrw	x0,pmpaddr7,x15	 x15:0x3dddeb0c  x0=0x00000000
           9029	       349	8000016e	0f0f17b7	lui	x15,0xf0f1	 x15=0x0f0f1000
           9049	       350	80000172	f0f78793	addi	x15,x15,-241	 x15:0x0f0f1000 x15=0x0f0f0f0f
           9469	       371	80000176	3a179073	csrrw	x0,pmpcfg1,x15	 x15:0x0f0f0f0f  x0=0x00000000
           9529	       374	8000017a	00003797	auipc	x15,0x3	 x15=0x8000317a
           9549	       375	8000017e	34278793	addi	x15,x15,834	 x15:0x8000317a x15=0x800034bc
           9609	       378	80000182	88889a37	lui	x20,0x88889	 x20=0x88889000
           9629	       379	80000186	888a0a13	addi	x20,x20,-1912	 x20:0x88889000 x20=0x88888888
           9649	       380	8000018a	97d2	c.add	x15,x20	 x15:0x800034bc x20:0x88888888 x15=0x0888bd44
           9669	       381	8000018c	8389	c.srli	x15,0x2	 x15:0x0888bd44 x15=0x02222f51
           9689	       382	8000018e	3b879073	csrrw	x0,pmpaddr8,x15	 x15:0x02222f51  x0=0x00000000
          10069	       401	80000192	00003797	auipc	x15,0x3	 x15=0x80003192
          10089	       402	80000196	32a78793	addi	x15,x15,810	 x15:0x80003192 x15=0x800034bc
          10109	       403	8000019a	9999aa37	lui	x20,0x9999a	 x20=0x9999a000
          10529	       424	8000019e	999a0a13	addi	x20,x20,-1639	 x20:0x9999a000 x20=0x99999999
          10549	       425	800001a2	97d2	c.add	x15,x20	 x15:0x800034bc x20:0x99999999 x15=0x1999ce55
          10589	       427	800001a4	8389	c.srli	x15,0x2	 x15:0x1999ce55 x15=0x06667395
          11009	       448	800001a6	3b979073	csrrw	x0,pmpaddr9,x15	 x15:0x06667395  x0=0x00000000
          11069	       451	800001aa	00003797	auipc	x15,0x3	 x15=0x800031aa
          11089	       452	800001ae	31278793	addi	x15,x15,786	 x15:0x800031aa x15=0x800034bc
          11109	       453	800001b2	aaaaba37	lui	x20,0xaaaab	 x20=0xaaaab000
          11169	       456	800001b6	aaaa0a13	addi	x20,x20,-1366	 x20:0xaaaab000 x20=0xaaaaaaaa
          11189	       457	800001ba	97d2	c.add	x15,x20	 x15:0x800034bc x20:0xaaaaaaaa x15=0x2aaadf66
          11209	       458	800001bc	8389	c.srli	x15,0x2	 x15:0x2aaadf66 x15=0x0aaab7d9
          11329	       464	800001be	3ba79073	csrrw	x0,pmpaddr10,x15	 x15:0x0aaab7d9  x0=0x00000000
          11389	       467	800001c2	00003797	auipc	x15,0x3	 x15=0x800031c2
          11489	       472	800001c6	2fa78793	addi	x15,x15,762	 x15:0x800031c2 x15=0x800034bc
          11509	       473	800001ca	bbbbca37	lui	x20,0xbbbbc	 x20=0xbbbbc000
          11609	       478	800001ce	bbba0a13	addi	x20,x20,-1093	 x20:0xbbbbc000 x20=0xbbbbbbbb
          11629	       479	800001d2	97d2	c.add	x15,x20	 x15:0x800034bc x20:0xbbbbbbbb x15=0x3bbbf077
          11649	       480	800001d4	8389	c.srli	x15,0x2	 x15:0x3bbbf077 x15=0x0eeefc1d
          12049	       500	800001d6	3bb79073	csrrw	x0,pmpaddr11,x15	 x15:0x0eeefc1d  x0=0x00000000
          12109	       503	800001da	0f0f17b7	lui	x15,0xf0f1	 x15=0x0f0f1000
          12129	       504	800001de	f0f78793	addi	x15,x15,-241	 x15:0x0f0f1000 x15=0x0f0f0f0f
          12149	       505	800001e2	3a279073	csrrw	x0,pmpcfg2,x15	 x15:0x0f0f0f0f  x0=0x00000000
          12249	       510	800001e6	00003797	auipc	x15,0x3	 x15=0x800031e6
