Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
          11033	       450	80000080	40001eb7	lui	x29,0x40001	 x29=0x40001000
          11053	       451	80000084	106e8e93	addi	x29,x29,262	 x29:0x40001000 x29=0x40001106
          11073	       452	80000088	301e9073	csrrw	x0,misa,x29	 x29:0x40001106  x0=0x00000000
          11133	       455	8000008c	00026f97	auipc	x31,0x26	 x31=0x8002608c
          11153	       456	80000090	c58f8f93	addi	x31,x31,-936	 x31:0x8002608c x31=0x80025ce4
          11173	       457	80000094	00002e97	auipc	x29,0x2	 x29=0x80002094
          11193	       458	80000098	66ce8e93	addi	x29,x29,1644	 x29:0x80002094 x29=0x80002700
          11213	       459	8000009c	001eee93	ori	x29,x29,1	 x29:0x80002700 x29=0x80002701
          11393	       468	800000a0	305e9073	csrrw	x0,mtvec,x29	 x29:0x80002701  x0=0x00000000
          11713	       484	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
          11773	       487	800000a8	00003a17	auipc	x20,0x3	 x20=0x800030a8
          11833	       490	800000ac	444a0a13	addi	x20,x20,1092	 x20:0x800030a8 x20=0x800034ec
          12073	       502	800000b0	4e81	c.li	x29,0	 x29=0x00000000
          12093	       503	800000b2	9a76	c.add	x20,x29	 x20:0x800034ec x29:0x00000000 x20=0x800034ec
          12113	       504	800000b4	002a5a13	srli	x20,x20,0x2	 x20:0x800034ec x20=0x20000d3b
          12133	       505	800000b8	3b0a1073	csrrw	x0,pmpaddr0,x20	 x20:0x20000d3b  x0=0x00000000
          12193	       508	800000bc	00003a17	auipc	x20,0x3	 x20=0x800030bc
          12213	       509	800000c0	430a0a13	addi	x20,x20,1072	 x20:0x800030bc x20=0x800034ec
          12533	       525	800000c4	11111eb7	lui	x29,0x11111	 x29=0x11111000
          12553	       526	800000c8	111e8e93	addi	x29,x29,273	 x29:0x11111000 x29=0x11111111
          12633	       530	800000cc	9a76	c.add	x20,x29	 x20:0x800034ec x29:0x11111111 x20=0x911145fd
          12653	       531	800000ce	002a5a13	srli	x20,x20,0x2	 x20:0x911145fd x20=0x2444517f
          12673	       532	800000d2	3b1a1073	csrrw	x0,pmpaddr1,x20	 x20:0x2444517f  x0=0x00000000
          12733	       535	800000d6	00003a17	auipc	x20,0x3	 x20=0x800030d6
