Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
          24509	      1123	80000080	40001c37	lui	x24,0x40001	 x24=0x40001000
          24569	      1126	80000084	106c0c13	addi	x24,x24,262	 x24:0x40001000 x24=0x40001106
          24689	      1132	80000088	301c1073	csrrw	x0,misa,x24	 x24:0x40001106  x0=0x00000000
          24749	      1135	8000008c	00026f17	auipc	x30,0x26	 x30=0x8002608c
          24769	      1136	80000090	c58f0f13	addi	x30,x30,-936	 x30:0x8002608c x30=0x80025ce4
          24929	      1144	80000094	00002c17	auipc	x24,0x2	 x24=0x80002094
          24949	      1145	80000098	76cc0c13	addi	x24,x24,1900	 x24:0x80002094 x24=0x80002800
          25149	      1155	8000009c	001c6c13	ori	x24,x24,1	 x24:0x80002800 x24=0x80002801
          25349	      1165	800000a0	305c1073	csrrw	x0,mtvec,x24	 x24:0x80002801  x0=0x00000000
          25769	      1186	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
          25829	      1189	800000a8	00003217	auipc	x4,0x3	  x4=0x800030a8
          25869	      1191	800000ac	54420213	addi	x4,x4,1348	  x4:0x800030a8  x4=0x800035ec
          25989	      1197	800000b0	4c01	c.li	x24,0	 x24=0x00000000
          26009	      1198	800000b2	9262	c.add	x4,x24	  x4:0x800035ec x24:0x00000000  x4=0x800035ec
          26389	      1217	800000b4	00225213	srli	x4,x4,0x2	  x4:0x800035ec  x4=0x20000d7b
          26409	      1218	800000b8	3b021073	csrrw	x0,pmpaddr0,x4	  x4:0x20000d7b  x0=0x00000000
          26529	      1224	800000bc	00003217	auipc	x4,0x3	  x4=0x800030bc
          26729	      1234	800000c0	53020213	addi	x4,x4,1328	  x4:0x800030bc  x4=0x800035ec
          26749	      1235	800000c4	11111c37	lui	x24,0x11111	 x24=0x11111000
          26769	      1236	800000c8	111c0c13	addi	x24,x24,273	 x24:0x11111000 x24=0x11111111
          26869	      1241	800000cc	9262	c.add	x4,x24	  x4:0x800035ec x24:0x11111111  x4=0x911146fd
          26889	      1242	800000ce	00225213	srli	x4,x4,0x2	  x4:0x911146fd  x4=0x244451bf
          26909	      1243	800000d2	3b121073	csrrw	x0,pmpaddr1,x4	  x4:0x244451bf  x0=0x00000000
          27029	      1249	800000d6	00003217	auipc	x4,0x3	  x4=0x800030d6
          27049	      1250	800000da	51620213	addi	x4,x4,1302	  x4:0x800030d6  x4=0x800035ec
          27229	      1259	800000de	22222c37	lui	x24,0x22222	 x24=0x22222000
          27249	      1260	800000e2	222c0c13	addi	x24,x24,546	 x24:0x22222000 x24=0x22222222
          27269	      1261	800000e6	9262	c.add	x4,x24	  x4:0x800035ec x24:0x22222222  x4=0xa222580e
          27529	      1274	800000e8	00225213	srli	x4,x4,0x2	  x4:0xa222580e  x4=0x28889603
          27549	      1275	800000ec	3b221073	csrrw	x0,pmpaddr2,x4	  x4:0x28889603  x0=0x00000000
          27609	      1278	800000f0	00003217	auipc	x4,0x3	  x4=0x800030f0
          27929	      1294	800000f4	4fc20213	addi	x4,x4,1276	  x4:0x800030f0  x4=0x800035ec
          27949	      1295	800000f8	33333c37	lui	x24,0x33333	 x24=0x33333000
          28009	      1298	800000fc	333c0c13	addi	x24,x24,819	 x24:0x33333000 x24=0x33333333
          28029	      1299	80000100	9262	c.add	x4,x24	  x4:0x800035ec x24:0x33333333  x4=0xb333691f
          28049	      1300	80000102	00225213	srli	x4,x4,0x2	  x4:0xb333691f  x4=0x2cccda47
          28129	      1304	80000106	3b321073	csrrw	x0,pmpaddr3,x4	  x4:0x2cccda47  x0=0x00000000
          28249	      1310	8000010a	0f0f1237	lui	x4,0xf0f1	  x4=0x0f0f1000
          28669	      1331	8000010e	f0f20213	addi	x4,x4,-241	  x4:0x0f0f1000  x4=0x0f0f0f0f
          29089	      1352	80000112	3a021073	csrrw	x0,pmpcfg0,x4	  x4:0x0f0f0f0f  x0=0x00000000
          29149	      1355	80000116	00003217	auipc	x4,0x3	  x4=0x80003116
          29169	      1356	8000011a	4d620213	addi	x4,x4,1238	  x4:0x80003116  x4=0x800035ec
          29329	      1364	8000011e	44444c37	lui	x24,0x44444	 x24=0x44444000
          29349	      1365	80000122	444c0c13	addi	x24,x24,1092	 x24:0x44444000 x24=0x44444444
          29369	      1366	80000126	9262	c.add	x4,x24	  x4:0x800035ec x24:0x44444444  x4=0xc4447a30
          29489	      1372	80000128	00225213	srli	x4,x4,0x2	  x4:0xc4447a30  x4=0x31111e8c
          29509	      1373	8000012c	3b421073	csrrw	x0,pmpaddr4,x4	  x4:0x31111e8c  x0=0x00000000
          29829	      1389	80000130	00003217	auipc	x4,0x3	  x4=0x80003130
          29849	      1390	80000134	4bc20213	addi	x4,x4,1212	  x4:0x80003130  x4=0x800035ec
          29869	      1391	80000138	55555c37	lui	x24,0x55555	 x24=0x55555000
          29889	      1392	8000013c	555c0c13	addi	x24,x24,1365	 x24:0x55555000 x24=0x55555555
          29909	      1393	80000140	9262	c.add	x4,x24	  x4:0x800035ec x24:0x55555555  x4=0xd5558b41
          29929	      1394	80000142	00225213	srli	x4,x4,0x2	  x4:0xd5558b41  x4=0x355562d0
          29949	      1395	80000146	3b521073	csrrw	x0,pmpaddr5,x4	  x4:0x355562d0  x0=0x00000000
          30169	      1406	8000014a	00003217	auipc	x4,0x3	  x4=0x8000314a
          30229	      1409	8000014e	4a220213	addi	x4,x4,1186	  x4:0x8000314a  x4=0x800035ec
          30449	      1420	80000152	66666c37	lui	x24,0x66666	 x24=0x66666000
          30469	      1421	80000156	666c0c13	addi	x24,x24,1638	 x24:0x66666000 x24=0x66666666
          30489	      1422	8000015a	9262	c.add	x4,x24	  x4:0x800035ec x24:0x66666666  x4=0xe6669c52
          30509	      1423	8000015c	00225213	srli	x4,x4,0x2	  x4:0xe6669c52  x4=0x3999a714
          30529	      1424	80000160	3b621073	csrrw	x0,pmpaddr6,x4	  x4:0x3999a714  x0=0x00000000
          30589	      1427	80000164	00003217	auipc	x4,0x3	  x4=0x80003164
          30809	      1438	80000168	48820213	addi	x4,x4,1160	  x4:0x80003164  x4=0x800035ec
          31329	      1464	8000016c	77777c37	lui	x24,0x77777	 x24=0x77777000
          31489	      1472	80000170	777c0c13	addi	x24,x24,1911	 x24:0x77777000 x24=0x77777777
          31629	      1479	80000174	9262	c.add	x4,x24	  x4:0x800035ec x24:0x77777777  x4=0xf777ad63
          31869	      1491	80000176	00225213	srli	x4,x4,0x2	  x4:0xf777ad63  x4=0x3dddeb58
          31889	      1492	8000017a	3b721073	csrrw	x0,pmpaddr7,x4	  x4:0x3dddeb58  x0=0x00000000
          31949	      1495	8000017e	0f0f1237	lui	x4,0xf0f1	  x4=0x0f0f1000
          31969	      1496	80000182	f0f20213	addi	x4,x4,-241	  x4:0x0f0f1000  x4=0x0f0f0f0f
          31989	      1497	80000186	3a121073	csrrw	x0,pmpcfg1,x4	  x4:0x0f0f0f0f  x0=0x00000000
          32269	      1511	8000018a	00003217	auipc	x4,0x3	  x4=0x8000318a
          32629	      1529	8000018e	46220213	addi	x4,x4,1122	  x4:0x8000318a  x4=0x800035ec
          32769	      1536	80000192	88889c37	lui	x24,0x88889	 x24=0x88889000
          32929	      1544	80000196	888c0c13	addi	x24,x24,-1912	 x24:0x88889000 x24=0x88888888
          32949	      1545	8000019a	9262	c.add	x4,x24	  x4:0x800035ec x24:0x88888888  x4=0x0888be74
          33349	      1565	8000019c	00225213	srli	x4,x4,0x2	  x4:0x0888be74  x4=0x02222f9d
