Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2211	         8	80000080	40001db7	lui	x27,0x40001	 x27=0x40001000
           2231	         9	80000084	106d8d93	addi	x27,x27,262	 x27:0x40001000 x27=0x40001106
           2251	        10	80000088	301d9073	csrrw	x0,misa,x27	 x27:0x40001106  x0=0x00000000
           2451	        20	8000008c	00026e97	auipc	x29,0x26	 x29=0x8002608c
           2471	        21	80000090	c58e8e93	addi	x29,x29,-936	 x29:0x8002608c x29=0x80025ce4
           2631	        29	80000094	00002d97	auipc	x27,0x2	 x27=0x80002094
           2651	        30	80000098	66cd8d93	addi	x27,x27,1644	 x27:0x80002094 x27=0x80002700
           3071	        51	8000009c	001ded93	ori	x27,x27,1	 x27:0x80002700 x27=0x80002701
           3491	        72	800000a0	305d9073	csrrw	x0,mtvec,x27	 x27:0x80002701  x0=0x00000000
           3551	        75	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           3611	        78	800000a8	00003b97	auipc	x23,0x3	 x23=0x800030a8
           3631	        79	800000ac	444b8b93	addi	x23,x23,1092	 x23:0x800030a8 x23=0x800034ec
           3651	        80	800000b0	4d81	c.li	x27,0	 x27=0x00000000
           3671	        81	800000b2	9bee	c.add	x23,x27	 x23:0x800034ec x27:0x00000000 x23=0x800034ec
           3991	        97	800000b4	002bdb93	srli	x23,x23,0x2	 x23:0x800034ec x23=0x20000d3b
           4231	       109	800000b8	3b0b9073	csrrw	x0,pmpaddr0,x23	 x23:0x20000d3b  x0=0x00000000
           4291	       112	800000bc	00003b97	auipc	x23,0x3	 x23=0x800030bc
           4311	       113	800000c0	430b8b93	addi	x23,x23,1072	 x23:0x800030bc x23=0x800034ec
           4331	       114	800000c4	11111db7	lui	x27,0x11111	 x27=0x11111000
           4351	       115	800000c8	111d8d93	addi	x27,x27,273	 x27:0x11111000 x27=0x11111111
           4491	       122	800000cc	9bee	c.add	x23,x27	 x23:0x800034ec x27:0x11111111 x23=0x911145fd
           4591	       127	800000ce	002bdb93	srli	x23,x23,0x2	 x23:0x911145fd x23=0x2444517f
           4631	       129	800000d2	3b1b9073	csrrw	x0,pmpaddr1,x23	 x23:0x2444517f  x0=0x00000000
           4691	       132	800000d6	00003b97	auipc	x23,0x3	 x23=0x800030d6
           4991	       147	800000da	416b8b93	addi	x23,x23,1046	 x23:0x800030d6 x23=0x800034ec
           5011	       148	800000de	22222db7	lui	x27,0x22222	 x27=0x22222000
           5391	       167	800000e2	222d8d93	addi	x27,x27,546	 x27:0x22222000 x27=0x22222222
           5411	       168	800000e6	9bee	c.add	x23,x27	 x23:0x800034ec x27:0x22222222 x23=0xa222570e
           5451	       170	800000e8	002bdb93	srli	x23,x23,0x2	 x23:0xa222570e x23=0x288895c3
           5471	       171	800000ec	3b2b9073	csrrw	x0,pmpaddr2,x23	 x23:0x288895c3  x0=0x00000000
           5771	       186	800000f0	00003b97	auipc	x23,0x3	 x23=0x800030f0
           5791	       187	800000f4	3fcb8b93	addi	x23,x23,1020	 x23:0x800030f0 x23=0x800034ec
           5951	       195	800000f8	33333db7	lui	x27,0x33333	 x27=0x33333000
           5971	       196	800000fc	333d8d93	addi	x27,x27,819	 x27:0x33333000 x27=0x33333333
           5991	       197	80000100	9bee	c.add	x23,x27	 x23:0x800034ec x27:0x33333333 x23=0xb333681f
           6151	       205	80000102	002bdb93	srli	x23,x23,0x2	 x23:0xb333681f x23=0x2cccda07
           6451	       220	80000106	3b3b9073	csrrw	x0,pmpaddr3,x23	 x23:0x2cccda07  x0=0x00000000
           6511	       223	8000010a	0f0f1bb7	lui	x23,0xf0f1	 x23=0x0f0f1000
           6711	       233	8000010e	f0fb8b93	addi	x23,x23,-241	 x23:0x0f0f1000 x23=0x0f0f0f0f
           6731	       234	80000112	3a0b9073	csrrw	x0,pmpcfg0,x23	 x23:0x0f0f0f0f  x0=0x00000000
           6791	       237	80000116	00003b97	auipc	x23,0x3	 x23=0x80003116
           6911	       243	8000011a	3d6b8b93	addi	x23,x23,982	 x23:0x80003116 x23=0x800034ec
           6931	       244	8000011e	44444db7	lui	x27,0x44444	 x27=0x44444000
           7351	       265	80000122	444d8d93	addi	x27,x27,1092	 x27:0x44444000 x27=0x44444444
           7371	       266	80000126	9bee	c.add	x23,x27	 x23:0x800034ec x27:0x44444444 x23=0xc4447930
           7391	       267	80000128	002bdb93	srli	x23,x23,0x2	 x23:0xc4447930 x23=0x31111e4c
           7791	       287	8000012c	3b4b9073	csrrw	x0,pmpaddr4,x23	 x23:0x31111e4c  x0=0x00000000
           7851	       290	80000130	00003b97	auipc	x23,0x3	 x23=0x80003130
           7891	       292	80000134	3bcb8b93	addi	x23,x23,956	 x23:0x80003130 x23=0x800034ec
           8071	       301	80000138	55555db7	lui	x27,0x55555	 x27=0x55555000
           8151	       305	8000013c	555d8d93	addi	x27,x27,1365	 x27:0x55555000 x27=0x55555555
           8571	       326	80000140	9bee	c.add	x23,x27	 x23:0x800034ec x27:0x55555555 x23=0xd5558a41
           8931	       344	80000142	002bdb93	srli	x23,x23,0x2	 x23:0xd5558a41 x23=0x35556290
           9011	       348	80000146	3b5b9073	csrrw	x0,pmpaddr5,x23	 x23:0x35556290  x0=0x00000000
           9071	       351	8000014a	00003b97	auipc	x23,0x3	 x23=0x8000314a
           9131	       354	8000014e	3a2b8b93	addi	x23,x23,930	 x23:0x8000314a x23=0x800034ec
           9551	       375	80000152	66666db7	lui	x27,0x66666	 x27=0x66666000
           9571	       376	80000156	666d8d93	addi	x27,x27,1638	 x27:0x66666000 x27=0x66666666
           9591	       377	8000015a	9bee	c.add	x23,x27	 x23:0x800034ec x27:0x66666666 x23=0xe6669b52
           9611	       378	8000015c	002bdb93	srli	x23,x23,0x2	 x23:0xe6669b52 x23=0x3999a6d4
           9631	       379	80000160	3b6b9073	csrrw	x0,pmpaddr6,x23	 x23:0x3999a6d4  x0=0x00000000
           9691	       382	80000164	00003b97	auipc	x23,0x3	 x23=0x80003164
           9811	       388	80000168	388b8b93	addi	x23,x23,904	 x23:0x80003164 x23=0x800034ec
           9831	       389	8000016c	77777db7	lui	x27,0x77777	 x27=0x77777000
           9851	       390	80000170	777d8d93	addi	x27,x27,1911	 x27:0x77777000 x27=0x77777777
           9871	       391	80000174	9bee	c.add	x23,x27	 x23:0x800034ec x27:0x77777777 x23=0xf777ac63
           9891	       392	80000176	002bdb93	srli	x23,x23,0x2	 x23:0xf777ac63 x23=0x3dddeb18
           9911	       393	8000017a	3b7b9073	csrrw	x0,pmpaddr7,x23	 x23:0x3dddeb18  x0=0x00000000
           9971	       396	8000017e	0f0f1bb7	lui	x23,0xf0f1	 x23=0x0f0f1000
          10151	       405	80000182	f0fb8b93	addi	x23,x23,-241	 x23:0x0f0f1000 x23=0x0f0f0f0f
          10311	       413	80000186	3a1b9073	csrrw	x0,pmpcfg1,x23	 x23:0x0f0f0f0f  x0=0x00000000
          10411	       418	8000018a	00003b97	auipc	x23,0x3	 x23=0x8000318a
          10611	       428	8000018e	362b8b93	addi	x23,x23,866	 x23:0x8000318a x23=0x800034ec
          10631	       429	80000192	88889db7	lui	x27,0x88889	 x27=0x88889000
          10651	       430	80000196	888d8d93	addi	x27,x27,-1912	 x27:0x88889000 x27=0x88888888
          10671	       431	8000019a	9bee	c.add	x23,x27	 x23:0x800034ec x27:0x88888888 x23=0x0888bd74
