Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           7042	       250	80000080	40001837	lui	x16,0x40001	 x16=0x40001000
           7062	       251	80000084	10680813	addi	x16,x16,262	 x16:0x40001000 x16=0x40001106
           7242	       260	80000088	30181073	csrrw	x0,misa,x16	 x16:0x40001106  x0=0x00000000
           7302	       263	8000008c	00026697	auipc	x13,0x26	 x13=0x8002608c
           7362	       266	80000090	c5868693	addi	x13,x13,-936	 x13:0x8002608c x13=0x80025ce4
           7522	       274	80000094	00002817	auipc	x16,0x2	 x16=0x80002094
           7662	       281	80000098	46c80813	addi	x16,x16,1132	 x16:0x80002094 x16=0x80002500
           7862	       291	8000009c	00186813	ori	x16,x16,1	 x16:0x80002500 x16=0x80002501
           8022	       299	800000a0	30581073	csrrw	x0,mtvec,x16	 x16:0x80002501  x0=0x00000000
           8282	       312	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           8342	       315	800000a8	00003c17	auipc	x24,0x3	 x24=0x800030a8
           8422	       319	800000ac	1fcc0c13	addi	x24,x24,508	 x24:0x800030a8 x24=0x800032a4
           8522	       324	800000b0	4801	c.li	x16,0	 x16=0x00000000
           8542	       325	800000b2	9c42	c.add	x24,x16	 x24:0x800032a4 x16:0x00000000 x24=0x800032a4
           8942	       345	800000b4	002c5c13	srli	x24,x24,0x2	 x24:0x800032a4 x24=0x20000ca9
           8962	       346	800000b8	3b0c1073	csrrw	x0,pmpaddr0,x24	 x24:0x20000ca9  x0=0x00000000
           9022	       349	800000bc	00003c17	auipc	x24,0x3	 x24=0x800030bc
           9042	       350	800000c0	1e8c0c13	addi	x24,x24,488	 x24:0x800030bc x24=0x800032a4
           9082	       352	800000c4	11111837	lui	x16,0x11111	 x16=0x11111000
           9362	       366	800000c8	11180813	addi	x16,x16,273	 x16:0x11111000 x16=0x11111111
           9382	       367	800000cc	9c42	c.add	x24,x16	 x24:0x800032a4 x16:0x11111111 x24=0x911143b5
           9402	       368	800000ce	002c5c13	srli	x24,x24,0x2	 x24:0x911143b5 x24=0x244450ed
           9742	       385	800000d2	3b1c1073	csrrw	x0,pmpaddr1,x24	 x24:0x244450ed  x0=0x00000000
           9802	       388	800000d6	00003c17	auipc	x24,0x3	 x24=0x800030d6
           9822	       389	800000da	1cec0c13	addi	x24,x24,462	 x24:0x800030d6 x24=0x800032a4
           9842	       390	800000de	22222837	lui	x16,0x22222	 x16=0x22222000
           9862	       391	800000e2	22280813	addi	x16,x16,546	 x16:0x22222000 x16=0x22222222
           9882	       392	800000e6	9c42	c.add	x24,x16	 x24:0x800032a4 x16:0x22222222 x24=0xa22254c6
          10142	       405	800000e8	002c5c13	srli	x24,x24,0x2	 x24:0xa22254c6 x24=0x28889531
          10362	       416	800000ec	3b2c1073	csrrw	x0,pmpaddr2,x24	 x24:0x28889531  x0=0x00000000
          10422	       419	800000f0	00003c17	auipc	x24,0x3	 x24=0x800030f0
          10442	       420	800000f4	1b4c0c13	addi	x24,x24,436	 x24:0x800030f0 x24=0x800032a4
          10462	       421	800000f8	33333837	lui	x16,0x33333	 x16=0x33333000
          10482	       422	800000fc	33380813	addi	x16,x16,819	 x16:0x33333000 x16=0x33333333
          10502	       423	80000100	9c42	c.add	x24,x16	 x24:0x800032a4 x16:0x33333333 x24=0xb33365d7
          10822	       439	80000102	002c5c13	srli	x24,x24,0x2	 x24:0xb33365d7 x24=0x2cccd975
          10922	       444	80000106	3b3c1073	csrrw	x0,pmpaddr3,x24	 x24:0x2cccd975  x0=0x00000000
          10982	       447	8000010a	0f0f1c37	lui	x24,0xf0f1	 x24=0x0f0f1000
          11002	       448	8000010e	f0fc0c13	addi	x24,x24,-241	 x24:0x0f0f1000 x24=0x0f0f0f0f
          11142	       455	80000112	3a0c1073	csrrw	x0,pmpcfg0,x24	 x24:0x0f0f0f0f  x0=0x00000000
          11202	       458	80000116	00003c17	auipc	x24,0x3	 x24=0x80003116
          11222	       459	8000011a	18ec0c13	addi	x24,x24,398	 x24:0x80003116 x24=0x800032a4
          11482	       472	8000011e	44444837	lui	x16,0x44444	 x16=0x44444000
          11502	       473	80000122	44480813	addi	x16,x16,1092	 x16:0x44444000 x16=0x44444444
          11522	       474	80000126	9c42	c.add	x24,x16	 x24:0x800032a4 x16:0x44444444 x24=0xc44476e8
          11542	       475	80000128	002c5c13	srli	x24,x24,0x2	 x24:0xc44476e8 x24=0x31111dba
          11562	       476	8000012c	3b4c1073	csrrw	x0,pmpaddr4,x24	 x24:0x31111dba  x0=0x00000000
          11622	       479	80000130	00003c17	auipc	x24,0x3	 x24=0x80003130
          11782	       487	80000134	174c0c13	addi	x24,x24,372	 x24:0x80003130 x24=0x800032a4
          11802	       488	80000138	55555837	lui	x16,0x55555	 x16=0x55555000
          11862	       491	8000013c	55580813	addi	x16,x16,1365	 x16:0x55555000 x16=0x55555555
          11882	       492	80000140	9c42	c.add	x24,x16	 x24:0x800032a4 x16:0x55555555 x24=0xd55587f9
          11902	       493	80000142	002c5c13	srli	x24,x24,0x2	 x24:0xd55587f9 x24=0x355561fe
          11922	       494	80000146	3b5c1073	csrrw	x0,pmpaddr5,x24	 x24:0x355561fe  x0=0x00000000
          11982	       497	8000014a	00003c17	auipc	x24,0x3	 x24=0x8000314a
          12082	       502	8000014e	15ac0c13	addi	x24,x24,346	 x24:0x8000314a x24=0x800032a4
          12102	       503	80000152	66666837	lui	x16,0x66666	 x16=0x66666000
          12122	       504	80000156	66680813	addi	x16,x16,1638	 x16:0x66666000 x16=0x66666666
          12142	       505	8000015a	9c42	c.add	x24,x16	 x24:0x800032a4 x16:0x66666666 x24=0xe666990a
          12162	       506	8000015c	002c5c13	srli	x24,x24,0x2	 x24:0xe666990a x24=0x3999a642
          12182	       507	80000160	3b6c1073	csrrw	x0,pmpaddr6,x24	 x24:0x3999a642  x0=0x00000000
