Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           7097	       253	80000102	0023d393	srli	x7,x7,0x2	  x7:0xb33367db  x7=0x2cccd9f6
           7517	       274	80000106	3b339073	csrrw	x0,pmpaddr3,x7	  x7:0x2cccd9f6  x0=0x00000000
           7577	       277	8000010a	0f0f13b7	lui	x7,0xf0f1	  x7=0x0f0f1000
           7717	       284	8000010e	f0f38393	addi	x7,x7,-241	  x7:0x0f0f1000  x7=0x0f0f0f0f
           7737	       285	80000112	3a039073	csrrw	x0,pmpcfg0,x7	  x7:0x0f0f0f0f  x0=0x00000000
           7797	       288	80000116	00003397	auipc	x7,0x3	  x7=0x80003116
           7817	       289	8000011a	39238393	addi	x7,x7,914	  x7:0x80003116  x7=0x800034a8
           7837	       290	8000011e	444444b7	lui	x9,0x44444	  x9=0x44444000
           8017	       299	80000122	44448493	addi	x9,x9,1092	  x9:0x44444000  x9=0x44444444
           8037	       300	80000126	93a6	c.add	x7,x9	  x7:0x800034a8  x9:0x44444444  x7=0xc44478ec
           8057	       301	80000128	0023d393	srli	x7,x7,0x2	  x7:0xc44478ec  x7=0x31111e3b
           8077	       302	8000012c	3b439073	csrrw	x0,pmpaddr4,x7	  x7:0x31111e3b  x0=0x00000000
           8477	       322	80000130	00003397	auipc	x7,0x3	  x7=0x80003130
           8497	       323	80000134	37838393	addi	x7,x7,888	  x7:0x80003130  x7=0x800034a8
           8837	       340	80000138	555554b7	lui	x9,0x55555	  x9=0x55555000
           8877	       342	8000013c	55548493	addi	x9,x9,1365	  x9:0x55555000  x9=0x55555555
           8897	       343	80000140	93a6	c.add	x7,x9	  x7:0x800034a8  x9:0x55555555  x7=0xd55589fd
           9077	       352	80000142	0023d393	srli	x7,x7,0x2	  x7:0xd55589fd  x7=0x3555627f
           9297	       363	80000146	3b539073	csrrw	x0,pmpaddr5,x7	  x7:0x3555627f  x0=0x00000000
           9357	       366	8000014a	00003397	auipc	x7,0x3	  x7=0x8000314a
           9377	       367	8000014e	35e38393	addi	x7,x7,862	  x7:0x8000314a  x7=0x800034a8
           9397	       368	80000152	666664b7	lui	x9,0x66666	  x9=0x66666000
           9757	       386	80000156	66648493	addi	x9,x9,1638	  x9:0x66666000  x9=0x66666666
           9777	       387	8000015a	93a6	c.add	x7,x9	  x7:0x800034a8  x9:0x66666666  x7=0xe6669b0e
           9957	       396	8000015c	0023d393	srli	x7,x7,0x2	  x7:0xe6669b0e  x7=0x3999a6c3
          10017	       399	80000160	3b639073	csrrw	x0,pmpaddr6,x7	  x7:0x3999a6c3  x0=0x00000000
          10077	       402	80000164	00003397	auipc	x7,0x3	  x7=0x80003164
          10457	       421	80000168	34438393	addi	x7,x7,836	  x7:0x80003164  x7=0x800034a8
          10477	       422	8000016c	777774b7	lui	x9,0x77777	  x9=0x77777000
          10497	       423	80000170	77748493	addi	x9,x9,1911	  x9:0x77777000  x9=0x77777777
          10817	       439	80000174	93a6	c.add	x7,x9	  x7:0x800034a8  x9:0x77777777  x7=0xf777ac1f
          11077	       452	80000176	0023d393	srli	x7,x7,0x2	  x7:0xf777ac1f  x7=0x3dddeb07
          11097	       453	8000017a	3b739073	csrrw	x0,pmpaddr7,x7	  x7:0x3dddeb07  x0=0x00000000
          11157	       456	8000017e	0f0f13b7	lui	x7,0xf0f1	  x7=0x0f0f1000
          11237	       460	80000182	f0f38393	addi	x7,x7,-241	  x7:0x0f0f1000  x7=0x0f0f0f0f
          11257	       461	80000186	3a139073	csrrw	x0,pmpcfg1,x7	  x7:0x0f0f0f0f  x0=0x00000000
          11417	       469	8000018a	00003397	auipc	x7,0x3	  x7=0x8000318a
          11557	       476	8000018e	31e38393	addi	x7,x7,798	  x7:0x8000318a  x7=0x800034a8
          11577	       477	80000192	888894b7	lui	x9,0x88889	  x9=0x88889000
          11597	       478	80000196	88848493	addi	x9,x9,-1912	  x9:0x88889000  x9=0x88888888
          11617	       479	8000019a	93a6	c.add	x7,x9	  x7:0x800034a8  x9:0x88888888  x7=0x0888bd30
          12017	       499	8000019c	0023d393	srli	x7,x7,0x2	  x7:0x0888bd30  x7=0x02222f4c
          12437	       520	800001a0	3b839073	csrrw	x0,pmpaddr8,x7	  x7:0x02222f4c  x0=0x00000000
          12497	       523	800001a4	00003397	auipc	x7,0x3	  x7=0x800031a4
          12877	       542	800001a8	30438393	addi	x7,x7,772	  x7:0x800031a4  x7=0x800034a8
          12897	       543	800001ac	9999a4b7	lui	x9,0x9999a	  x9=0x9999a000
          13317	       564	800001b0	99948493	addi	x9,x9,-1639	  x9:0x9999a000  x9=0x99999999
          13437	       570	800001b4	93a6	c.add	x7,x9	  x7:0x800034a8  x9:0x99999999  x7=0x1999ce41
          13517	       574	800001b6	0023d393	srli	x7,x7,0x2	  x7:0x1999ce41  x7=0x06667390
          13617	       579	800001ba	3b939073	csrrw	x0,pmpaddr9,x7	  x7:0x06667390  x0=0x00000000
          13677	       582	800001be	00003397	auipc	x7,0x3	  x7=0x800031be
          13697	       583	800001c2	2ea38393	addi	x7,x7,746	  x7:0x800031be  x7=0x800034a8
          13717	       584	800001c6	aaaab4b7	lui	x9,0xaaaab	  x9=0xaaaab000
          13957	       596	800001ca	aaa48493	addi	x9,x9,-1366	  x9:0xaaaab000  x9=0xaaaaaaaa
          13977	       597	800001ce	93a6	c.add	x7,x9	  x7:0x800034a8  x9:0xaaaaaaaa  x7=0x2aaadf52
          13997	       598	800001d0	0023d393	srli	x7,x7,0x2	  x7:0x2aaadf52  x7=0x0aaab7d4
          14017	       599	800001d4	3ba39073	csrrw	x0,pmpaddr10,x7	  x7:0x0aaab7d4  x0=0x00000000
          14077	       602	800001d8	00003397	auipc	x7,0x3	  x7=0x800031d8
          14097	       603	800001dc	2d038393	addi	x7,x7,720	  x7:0x800031d8  x7=0x800034a8
          14457	       621	800001e0	bbbbc4b7	lui	x9,0xbbbbc	  x9=0xbbbbc000
          14577	       627	800001e4	bbb48493	addi	x9,x9,-1093	  x9:0xbbbbc000  x9=0xbbbbbbbb
          14597	       628	800001e8	93a6	c.add	x7,x9	  x7:0x800034a8  x9:0xbbbbbbbb  x7=0x3bbbf063
          14657	       631	800001ea	0023d393	srli	x7,x7,0x2	  x7:0x3bbbf063  x7=0x0eeefc18
          14937	       645	800001ee	3bb39073	csrrw	x0,pmpaddr11,x7	  x7:0x0eeefc18  x0=0x00000000
          14997	       648	800001f2	0f0f13b7	lui	x7,0xf0f1	  x7=0x0f0f1000
          15137	       655	800001f6	f0f38393	addi	x7,x7,-241	  x7:0x0f0f1000  x7=0x0f0f0f0f
          15177	       657	800001fa	3a239073	csrrw	x0,pmpcfg2,x7	  x7:0x0f0f0f0f  x0=0x00000000
          15597	       678	800001fe	00003397	auipc	x7,0x3	  x7=0x800031fe
          16017	       699	80000202	2aa38393	addi	x7,x7,682	  x7:0x800031fe  x7=0x800034a8
          16437	       720	80000206	ccccd4b7	lui	x9,0xccccd	  x9=0xccccd000
          16457	       721	8000020a	ccc48493	addi	x9,x9,-820	  x9:0xccccd000  x9=0xcccccccc
          16477	       722	8000020e	93a6	c.add	x7,x9	  x7:0x800034a8  x9:0xcccccccc  x7=0x4ccd0174
          16497	       723	80000210	0023d393	srli	x7,x7,0x2	  x7:0x4ccd0174  x7=0x1333405d
          16617	       729	80000214	3bc39073	csrrw	x0,pmpaddr12,x7	  x7:0x1333405d  x0=0x00000000
          16677	       732	80000218	00003397	auipc	x7,0x3	  x7=0x80003218
          16697	       733	8000021c	29038393	addi	x7,x7,656	  x7:0x80003218  x7=0x800034a8
          16797	       738	80000220	dddde4b7	lui	x9,0xdddde	  x9=0xdddde000
          17217	       759	80000224	ddd48493	addi	x9,x9,-547	  x9:0xdddde000  x9=0xdddddddd
          17237	       760	80000228	93a6	c.add	x7,x9	  x7:0x800034a8  x9:0xdddddddd  x7=0x5dde1285
          17397	       768	8000022a	0023d393	srli	x7,x7,0x2	  x7:0x5dde1285  x7=0x177784a1
          17697	       783	8000022e	3bd39073	csrrw	x0,pmpaddr13,x7	  x7:0x177784a1  x0=0x00000000
          17777	       787	80000232	00003397	auipc	x7,0x3	  x7=0x80003232
          17957	       796	80000236	27638393	addi	x7,x7,630	  x7:0x80003232  x7=0x800034a8
          18077	       802	8000023a	eeeef4b7	lui	x9,0xeeeef	  x9=0xeeeef000
          18097	       803	8000023e	eee48493	addi	x9,x9,-274	  x9:0xeeeef000  x9=0xeeeeeeee
          18117	       804	80000242	93a6	c.add	x7,x9	  x7:0x800034a8  x9:0xeeeeeeee  x7=0x6eef2396
          18137	       805	80000244	0023d393	srli	x7,x7,0x2	  x7:0x6eef2396  x7=0x1bbbc8e5
          18237	       810	80000248	3be39073	csrrw	x0,pmpaddr14,x7	  x7:0x1bbbc8e5  x0=0x00000000
          18297	       813	8000024c	00003397	auipc	x7,0x3	  x7=0x8000324c
          18477	       822	80000250	25c38393	addi	x7,x7,604	  x7:0x8000324c  x7=0x800034a8
          18637	       830	80000254	fff00493	addi	x9,x0,-1	  x0:0x00000000  x9=0xffffffff
          19057	       851	80000258	93a6	c.add	x7,x9	  x7:0x800034a8  x9:0xffffffff  x7=0x800034a7
          19097	       853	8000025a	0023d393	srli	x7,x7,0x2	  x7:0x800034a7  x7=0x20000d29
          19517	       874	8000025e	3bf39073	csrrw	x0,pmpaddr15,x7	  x7:0x20000d29  x0=0x00000000
          19857	       891	80000262	0f0f13b7	lui	x7,0xf0f1	  x7=0x0f0f1000
          19877	       892	80000266	f0f38393	addi	x7,x7,-241	  x7:0x0f0f1000  x7=0x0f0f0f0f
          19957	       896	8000026a	3a339073	csrrw	x0,pmpcfg3,x7	  x7:0x0f0f0f0f  x0=0x00000000
          20017	       899	8000026e	00000497	auipc	x9,0x0	  x9=0x8000026e
          20037	       900	80000272	05848493	addi	x9,x9,88	  x9:0x8000026e  x9=0x800002c6
          20097	       903	80000276	34149073	csrrw	x0,mepc,x9	  x9:0x800002c6  x0=0x00000000
          20117	       904	8000027a	7c00d073	csrrwi	x0,0x7c0,1	  x0=0x00000000
          20177	       907	8000027e	6489	c.lui	x9,0x2	  x9=0x00002000
          20217	       909	80000280	80048493	addi	x9,x9,-2048	  x9:0x00002000  x9=0x00001800
          20417	       919	80000284	30049073	csrrw	x0,mstatus,x9	  x9:0x00001800  x0=0x00000000
          20517	       924	80000288	4481	c.li	x9,0	  x9=0x00000000
          20837	       940	8000028a	30449073	csrrw	x0,mie,x9	  x9:0x00000000  x0=0x00000000
          20897	       943	8000028e	90000b37	lui	x22,0x90000	 x22=0x90000000
          20917	       944	80000292	1b71	c.addi	x22,-4	 x22:0x90000000 x22=0x8ffffffc
          21037	       950	80000294	30000493	addi	x9,x0,768	  x0:0x00000000  x9=0x00000300
          21097	       953	80000298	04a2	c.slli	x9,0x8	  x9:0x00000300  x9=0x00030000
          21117	       954	8000029a	048d	c.addi	x9,3	  x9:0x00030000  x9=0x00030003
          21557	       976	8000029c	009b2023	sw	x9,0(x22)	 x22:0x8ffffffc  x9:0x00030003 PA:0x8ffffffc store:0x00030003
          21597	       978	800002a0	300024f3	csrrs	x9,mstatus,x0	  x0:0x00000000  x9=0x00001800
          21917	       994	800002a4	009b2023	sw	x9,0(x22)	 x22:0x8ffffffc  x9:0x00001800 PA:0x8ffffffc store:0x00001800
          22157	      1006	800002a8	90000b37	lui	x22,0x90000	 x22=0x90000000
          22577	      1027	800002ac	1b71	c.addi	x22,-4	 x22:0x90000000 x22=0x8ffffffc
          22637	      1030	800002ae	30400493	addi	x9,x0,772	  x0:0x00000000  x9=0x00000304
          22657	      1031	800002b2	04a2	c.slli	x9,0x8	  x9:0x00000304  x9=0x00030400
          22697	      1033	800002b4	048d	c.addi	x9,3	  x9:0x00030400  x9=0x00030403
          22817	      1039	800002b6	009b2023	sw	x9,0(x22)	 x22:0x8ffffffc  x9:0x00030403 PA:0x8ffffffc store:0x00030403
          22837	      1040	800002ba	304024f3	csrrs	x9,mie,x0	  x0:0x00000000  x9=0x00000000
          23137	      1055	800002be	009b2023	sw	x9,0(x22)	 x22:0x8ffffffc  x9:0x00000000 PA:0x8ffffffc store:0x00000000
          23157	      1056	800002c2	30200073	mret	
          23237	      1060	800002c6	fa98f037	lui	x0,0xfa98f	  x0=0x00000000
          23257	      1061	800002ca	c9200013	addi	x0,x0,-878	  x0:0x00000000  x0=0x00000000
          23277	      1062	800002ce	4081	c.li	x1,0	  x1=0x00000000
          23297	      1063	800002d0	410d	c.li	x2,3	  x2=0x00000003
          23317	      1064	800002d2	f9fab1b7	lui	x3,0xf9fab	  x3=0xf9fab000
          23397	      1068	800002d6	8b618193	addi	x3,x3,-1866	  x3:0xf9fab000  x3=0xf9faa8b6
          23417	      1069	800002da	4211	c.li	x4,4	  x4=0x00000004
          23437	      1070	800002dc	814142b7	lui	x5,0x81414	  x5=0x81414000
          23457	      1071	800002e0	a1328293	addi	x5,x5,-1517	  x5:0x81414000  x5=0x81413a13
          23477	      1072	800002e4	737b93b7	lui	x7,0x737b9	  x7=0x737b9000
          23697	      1083	800002e8	75138393	addi	x7,x7,1873	  x7:0x737b9000  x7=0x737b9751
          23797	      1088	800002ec	4409	c.li	x8,2	  x8=0x00000002
          24097	      1103	800002ee	800004b7	lui	x9,0x80000	  x9=0x80000000
          24257	      1111	800002f2	f0de6537	lui	x10,0xf0de6	 x10=0xf0de6000
          24277	      1112	800002f6	2f450513	addi	x10,x10,756	 x10:0xf0de6000 x10=0xf0de62f4
          24337	      1115	800002fa	f1d235b7	lui	x11,0xf1d23	 x11=0xf1d23000
          24357	      1116	800002fe	2c458593	addi	x11,x11,708	 x11:0xf1d23000 x11=0xf1d232c4
          24377	      1117	80000302	4601	c.li	x12,0	 x12=0x00000000
          24437	      1120	80000304	800006b7	lui	x13,0x80000	 x13=0x80000000
          24457	      1121	80000308	ff757737	lui	x14,0xff757	 x14=0xff757000
          24657	      1131	8000030c	f8570713	addi	x14,x14,-123	 x14:0xff757000 x14=0xff756f85
          24677	      1132	80000310	74d8d7b7	lui	x15,0x74d8d	 x15=0x74d8d000
          24697	      1133	80000314	07cd	c.addi	x15,19	 x15:0x74d8d000 x15=0x74d8d013
          24717	      1134	80000316	fe507837	lui	x16,0xfe507	 x16=0xfe507000
          24737	      1135	8000031a	8e880813	addi	x16,x16,-1816	 x16:0xfe507000 x16=0xfe5068e8
          24797	      1138	8000031e	96f63937	lui	x18,0x96f63	 x18=0x96f63000
          24817	      1139	80000322	e2590913	addi	x18,x18,-475	 x18:0x96f63000 x18=0x96f62e25
          24837	      1140	80000326	4999	c.li	x19,6	 x19=0x00000006
          24857	      1141	80000328	80000a37	lui	x20,0x80000	 x20=0x80000000
          25277	      1162	8000032c	f56fcab7	lui	x21,0xf56fc	 x21=0xf56fc000
          25477	      1172	80000330	1a91	c.addi	x21,-28	 x21:0xf56fc000 x21=0xf56fbfe4
          25497	      1173	80000332	4b29	c.li	x22,10	 x22=0x0000000a
          25617	      1179	80000334	4b81	c.li	x23,0	 x23=0x00000000
          25657	      1181	80000336	80000c37	lui	x24,0x80000	 x24=0x80000000
          25677	      1182	8000033a	62e3dcb7	lui	x25,0x62e3d	 x25=0x62e3d000
          25857	      1191	8000033e	e3ec8c93	addi	x25,x25,-450	 x25:0x62e3d000 x25=0x62e3ce3e
          25877	      1192	80000342	4d29	c.li	x26,10	 x26=0x0000000a
          25897	      1193	80000344	4d91	c.li	x27,4	 x27=0x00000004
          26117	      1204	80000346	1ab00e37	lui	x28,0x1ab00	 x28=0x1ab00000
          26137	      1205	8000034a	3e0e0e13	addi	x28,x28,992	 x28:0x1ab00000 x28=0x1ab003e0
          26157	      1206	8000034e	4e81	c.li	x29,0	 x29=0x00000000
          26177	      1207	80000350	f13c0f37	lui	x30,0xf13c0	 x30=0xf13c0000
          26217	      1209	80000354	29cf0f13	addi	x30,x30,668	 x30:0xf13c0000 x30=0xf13c029c
          26237	      1210	80000358	f8444fb7	lui	x31,0xf8444	 x31=0xf8444000
          26377	      1217	8000035c	333f8f93	addi	x31,x31,819	 x31:0xf8444000 x31=0xf8444333
          26397	      1218	80000360	00022317	auipc	x6,0x22	  x6=0x80022360
          26817	      1239	80000364	b0430313	addi	x6,x6,-1276	  x6:0x80022360  x6=0x80021e64
          27077	      1252	80000368	90000b37	lui	x22,0x90000	 x22=0x90000000
          27197	      1258	8000036c	1b71	c.addi	x22,-4	 x22:0x90000000 x22=0x8ffffffc
          27217	      1259	8000036e	4481	c.li	x9,0	  x9=0x00000000
          27277	      1262	80000370	04a2	c.slli	x9,0x8	  x9:0x00000000  x9=0x00000000
          27297	      1263	80000372	00048493	addi	x9,x9,0	  x9:0x00000000  x9=0x00000000
          28077	      1302	80000376	009b2023	sw	x9,0(x22)	 x22:0x8ffffffc  x9:0x00000000 PA:0x8ffffffc store:0x00000000
          28097	      1303	8000037a	12e0306f	jal	x0,800034a8	  x0=0x00000000
          28217	      1309	800034a8	8ddd	c.or	x11,x15	 x11:0xf1d232c4 x15:0x74d8d013 x11=0xf5daf2d7
          28237	      1310	800034aa	e885	c.bnez	x9,800034da	  x9:0x00000000
          28257	      1311	800034ac	32e57697	auipc	x13,0x32e57	 x13=0xb2e5a4ac
          28657	      1331	800034b0	01b547b3	xor	x15,x10,x27	 x10:0xf0de62f4 x27:0x00000004 x15=0xf0de62f0
          28857	      1341	800034b4	403c8e33	sub	x28,x25,x3	 x25:0x62e3ce3e  x3:0xf9faa8b6 x28=0x68e92588
          29037	      1350	800034b8	600a6713	ori	x14,x20,1536	 x20:0x80000000 x14=0x80000600
          29457	      1371	800034bc	03278933	mul	x18,x15,x18	 x15:0xf0de62f0 x18:0x96f62e25 x18=0x788b6cb0
          29477	      1372	800034c0	cf177b93	andi	x23,x14,-783	 x14:0x80000600 x23=0x80000400
          29837	      1390	800034c4	0a5d	c.addi	x20,23	 x20:0x80000000 x20=0x80000017
          29857	      1391	800034c6	dc3d0793	addi	x15,x26,-573	 x26:0x0000000a x15=0xfffffdcd
          29877	      1392	800034ca	1b597193	andi	x3,x18,437	 x18:0x788b6cb0  x3=0x000000b0
          30037	      1400	800034ce	340ff773	csrrci	x14,mscratch,31	 x14=0x00000000
          30897	      1443	800034d2	0333c5b3	div	x11,x7,x19	  x7:0x737b9751 x19:0x00000006 x11=0x133f43e2
          30917	      1444	800034d6	73968b93	addi	x23,x13,1849	 x13:0xb2e5a4ac x23=0xb2e5abe5
          30937	      1445	800034da	871d	c.srai	x14,0x7	 x14:0x00000000 x14=0x00000000
          30957	      1446	800034dc	bff461b7	lui	x3,0xbff46	  x3=0xbff46000
          30997	      1448	800034e0	03342b33	mulhsu	x22,x8,x19	  x8:0x00000002 x19:0x00000006 x22=0x00000000
          31017	      1449	800034e4	8b86	c.mv	x23,x1	  x0:0x00000000  x1:0x00000000 x23=0x00000000
          31037	      1450	800034e6	03156863	bltu	x10,x17,80003516	 x10:0xf0de62f4 x17:0x80025ce4
          31057	      1451	800034ea	340eacf3	csrrs	x25,mscratch,x29	 x29:0x00000000 x25=0x00000000
          31397	      1468	800034ee	c2843c13	sltiu	x24,x8,-984	  x8:0x00000002 x24=0x00000001
          31417	      1469	800034f2	86c9	c.srai	x13,0x12	 x13:0xb2e5a4ac x13=0xffffecb9
          31477	      1472	800034f4	0ff0000f	fence	iorw,iorw	
          31497	      1473	800034f8	408e8133	sub	x2,x29,x8	 x29:0x00000000  x8:0x00000002  x2=0xfffffffe
          32377	      1517	800034fc	0321e0b3	rem	x1,x3,x18	  x3:0xbff46000 x18:0x788b6cb0  x1=0xbff46000
          32417	      1519	80003500	02be9033	mulh	x0,x29,x11	 x29:0x00000000 x11:0x133f43e2  x0=0x00000000
          32437	      1520	80003504	717d	c.addi16sp	x2,-16	  x2:0xfffffffe  x2=0xffffffee
          32457	      1521	80003506	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
          33197	      1558	80003508	03ba41b3	div	x3,x20,x27	 x20:0x80000017 x27:0x00000004  x3=0xe0000006
          33217	      1559	8000350c	340594f3	csrrw	x9,mscratch,x11	 x11:0x133f43e2  x9=0x00000000
          33237	      1560	80003510	0d45	c.addi	x26,17	 x26:0x0000000a x26=0x0000001b
          33257	      1561	80003512	340dde73	csrrwi	x28,mscratch,27	 x28=0x133f43e2
          33277	      1562	80003516	40c05733	sra	x14,x0,x12	  x0:0x00000000 x12:0x00000000 x14=0x00000000
          33317	      1564	8000351a	02b8b133	mulhu	x2,x17,x11	 x17:0x80025ce4 x11:0x133f43e2  x2=0x099fcf6b
          33857	      1591	8000351e	0371b633	mulhu	x12,x3,x23	  x3:0xe0000006 x23:0x00000000 x12=0x00000000
          33877	      1592	80003522	401c5733	sra	x14,x24,x1	 x24:0x00000001  x1:0xbff46000 x14=0x00000001
          34717	      1634	80003526	03b65533	divu	x10,x12,x27	 x12:0x00000000 x27:0x00000004 x10=0x00000000
          34737	      1635	8000352a	340022f3	csrrs	x5,mscratch,x0	  x0:0x00000000  x5=0x0000001b
          34757	      1636	8000352e	e7e0ee13	ori	x28,x1,-386	  x1:0xbff46000 x28=0xfffffe7e
          34777	      1637	80003532	409e81b3	sub	x3,x29,x9	 x29:0x00000000  x9:0x00000000  x3=0x00000000
          34797	      1638	80003536	016f9db3	sll	x27,x31,x22	 x31:0xf8444333 x22:0x00000000 x27=0xf8444333
          34857	      1641	8000353a	00007797	auipc	x15,0x7	 x15=0x8000a53a
          34877	      1642	8000353e	54c78793	addi	x15,x15,1356	 x15:0x8000a53a x15=0x8000aa86
          34897	      1643	80003542	340030f3	csrrc	x1,mscratch,x0	  x0:0x00000000  x1=0x0000001b
          35317	      1664	80003546	e1e78793	addi	x15,x15,-482	 x15:0x8000aa86 x15=0x8000a8a4
          35757	      1686	8000354a	0235d633	divu	x12,x11,x3	 x11:0x133f43e2  x3:0x00000000 x12=0xffffffff
          35937	      1695	8000354e	028d02b3	mul	x5,x26,x8	 x26:0x0000001b  x8:0x00000002  x5=0x00000036
          35997	      1698	80003552	00ea5a33	srl	x20,x20,x14	 x20:0x80000017 x14:0x00000001 x20=0x4000000b
          36017	      1699	80003556	1e278267	jalr	x4,482(x15)	 x15:0x8000a8a4  x4=0x8000355a
          37117	      1754	8000aa86	34075ff3	csrrwi	x31,mscratch,14	 x31=0x0000001b
          37137	      1755	8000aa8a	6179	c.addi16sp	x2,464	  x2:0x099fcf6b  x2=0x099fd13b
          37557	      1776	8000aa8c	02b59433	mulh	x8,x11,x11	 x11:0x133f43e2 x11:0x133f43e2  x8=0x017273b6
          37717	      1784	8000aa90	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
          37737	      1785	8000aa92	8d25	c.xor	x10,x9	 x10:0x00000000  x9:0x00000000 x10=0x00000000
          37757	      1786	8000aa94	00581463	bne	x16,x5,8000aa9c	 x16:0xfe5068e8  x5:0x00000036
          38337	      1815	8000aa9c	1301	c.addi	x6,-32	  x6:0x80021e64  x6=0x80021e44
          38357	      1816	8000aa9e	8c8d	c.sub	x9,x11	  x9:0x00000000 x11:0x133f43e2  x9=0xecc0bc1e
          38637	      1830	8000aaa0	00432223	sw	x4,4(x6)	  x6:0x80021e44  x4:0x8000355a PA:0x80021e48 store:0x8000355a
          38657	      1831	8000aaa4	375f2113	slti	x2,x30,885	 x30:0xf13c029c  x2=0x00000001
          38957	      1846	8000aaa8	024f1933	mulh	x18,x30,x4	 x30:0xf13c029c  x4:0x8000355a x18=0x0761fb9e
          38977	      1847	8000aaac	85c5	c.srai	x11,0x11	 x11:0x133f43e2 x11=0x0000099f
          38997	      1848	8000aaae	ffffcd97	auipc	x27,0xffffc	 x27=0x80006aae
          42977	      2047	8000aab2	4a2d8d93	addi	x27,x27,1186	 x27:0x80006aae x27=0x80006f50
          43717	      2084	8000aab6	025ccb33	div	x22,x25,x5	 x25:0x00000000  x5:0x00000036 x22=0x00000000
          43737	      2085	8000aaba	340576f3	csrrci	x13,mscratch,10	 x13=0x0000000e
          43757	      2086	8000aabe	3ced8d93	addi	x27,x27,974	 x27:0x80006f50 x27=0x8000731e
          43777	      2087	8000aac2	00f532b3	sltu	x5,x10,x15	 x10:0x00000000 x15:0x8000a8a4  x5=0x00000001
          43797	      2088	8000aac6	00e15863	bge	x2,x14,8000aad6	  x2:0x00000001 x14:0x00000001
          44217	      2109	8000aad6	c33d8267	jalr	x4,-973(x27)	 x27:0x8000731e  x4=0x8000aada
          44697	      2133	80006f50	28927e13	andi	x28,x4,649	  x4:0x8000aada x28=0x00000288
